Genusspecies Amazon fishbase;Genusspecies base morpho;EdHd;MoBd;JlHd;EhBd;BlBd;HdBd;PFiBd;PFlBl;CFdCPd;Length
Pyrrhulina.semifasciata;Pyrrhulina.semifasciata;0,5771317151;0,7096919089;0,5700447466;0,5857853966;4,4884907661;0,5891284498;0,2189037142;0,2089163406;2,3721237146;7
Pyrrhulina.spilota;Pyrrhulina.spilota;0,5140922401;0,4366109251;0,5722989873;0,5001864569;3,8792219927;0,5494655599;0,2606542334;0,2082890932;1,834653168;7
Pyrrhulina.stoli;Pyrrhulina.stoli;0,6738307942;0,5909251314;0,6968193;0,6723036348;4,6078824688;0,6455396445;0,3562898163;0,1532288295;2,5139730103;6
Pyrrhulina.vittata;Pyrrhulina.vittata;0,5845137967;0,7189037179;0,5113250701;0,6262614862;3,5991554038;0,5099178917;0,2430988591;0,1726617765;2,525122484;4
Pyrrhulina.zigzag;Pyrrhulina.zigzag;0,6317751764;0,752253919;0,4761465683;0,6127861958;4,1191079986;0,4502242638;0,2558773363;0,1618685176;2,7091814413;4
Racenisia.fimbriipinna;Racenisia.fimbriipinna;0,1238675864;0,4338668094;0,3435153;0,6435169421;11,0913719576;0,600206472;0,4266348851;0,043259222;0;12
Reganella.depressa;Reganella.depressa;0,3279642754;0;0;0,7095686275;9,3451960784;0,8825686275;0;0,1866451254;6,0991236806;11
Retroculus.xinguensis;Retroculus.xinguensis;0,4039654841;0,2128082852;0,4649841394;0,661738921;3,4198699422;0,7273747592;0,3731791908;0,2479691114;1,9077841685;14
Rhabdolichops.caviceps;Rhabdolichops.caviceps;0,2223956942;0,5099027812;0,4561104378;0,5403755704;10,4467513976;0,5681290338;0,3815809437;0,0650043738;0;31
Rhabdolichops.eastwardi;Rhabdolichops.eastwardi;0,1690130943;0,5659324426;0,3706301081;0,6539189618;9,7373753953;0,6225585136;0,347043955;0,069789603;0;28
Rhabdolichops.electrogrammus;Rhabdolichops.electrogrammus;0,2259903551;0,5745656323;0,4933130284;0,6021231381;9,0166761772;0,5039157041;0,4299305405;0,0719268325;0;29
Rhabdolichops.lundbergi;Rhabdolichops.lundbergi;0,3134328358;0,4161924388;0,2125373134;0,4913367302;8,7908676565;0,5809231765;0,2312132046;0,0704338338;0;27,9092
Rhabdolichops.navalha;;;;;;;;;;;
Rhabdolichops.nigrimans;;;;;;;;;;;
Rhabdolichops.stewarti;Rhabdolichops.stewarti;0,2009802323;0,638225503;0,1848531282;0,6504614939;9,0351741711;0,5122582585;0,3710544774;0,0659022047;0;21
Rhabdolichops.troscheli;Rhabdolichops.troscheli;0,2164908257;0,5410800963;0,2991972477;0,6539946237;12,9840367931;0,5554635445;0,3965958748;0,0469260839;0;49
Rhadinoloricaria.macromystax;Rhadinoloricaria.macromystax;0,3187788678;0,2482095064;0,2842900902;0,5576212634;4,7203877613;0,580959466;0,2447141605;0,1993411641;2,7678583207;14
Rhamdella.montana;;;;;;;;;;;
Rhamdella.rusbyi;Rhamdella.rusbyi;0,303135671;0,1723256699;0,2791077112;0,4918699583;6,070624555;0,547014758;0,2542308405;0,1885472627;2,2311592732;10,9902
Rhamdia.foina;Rhamdia.foina;0,4172955915;0,3102764695;0,1901032261;0,6651366382;6,9764242569;0,6998616322;0,3721029244;0,1713282046;3,0417458154;16
Rhamdia.laukidi;;;;;;;;;;;
Rhamdia.muelleri;Rhamdia.muelleri;0,3833068643;0,4952484657;0,2049938239;0,7060186102;4,677162938;0,5609780242;0,4799544645;0,1522454586;1,7043559605;17,3797
Rhamdia.poeyi;Rhamdia.poeyi;0,3308908156;0,3140836505;0,2817655183;0,7616049911;5,7193968333;0,5870852947;0,3778125633;0,1110006281;2,1048059866;18,8408
Rhamdia.quelen;Rhamdia.quelen;0,3288751372;0,2477272418;0,242514223;0,5426898042;4,9215643642;0,5445922624;0,3349413635;0,1533797384;2,0475414079;35
Rhamphichthys.drepanium;Rhamphichthys.drepanium;0,1432606012;0,1521157235;0,1322566474;0,5202538422;9,4950257634;0,5331244005;0,4729651357;0,0612949187;0;45
Rhamphichthys.lineatus;;;;;;;;;;;
Rhamphichthys.longior;Rhamphichthys.longior;0,1983543287;0,4858959826;0,4442604829;0,5757993747;9,0003479281;0,494164744;0,3914398735;0,0560716026;0,2060715126;80
Rhamphichthys.marmoratus;Rhamphichthys.marmoratus;0,1461187215;0,2984845841;0,3015068493;0,569820914;11,6512468105;0,5164582754;0,5299522217;0,0413478638;1,2926829268;34,792
Rhamphichthys.rostratus;Rhamphichthys.rostratus;0,1418632789;0,1407226563;0,23091133;0,458453125;8,4987851563;0,36159375;0,421875;0,0546659012;0;100
Rhaphiodon.vulpinus;Rhaphiodon.vulpinus;0,3567440055;0,6938139786;0,9360536296;0,6163184359;5,1085258118;0,6708668042;0,3062361025;0,2049762267;2,8345126167;69
Rhinobrycon.negrensis;Rhinobrycon.negrensis;0,5607363582;0,4790414115;0,2434293004;0,6582373434;3,6205624543;0,5109512839;0,3470978255;0,1696744712;2,6373440696;4
Rhinodoras.armbrusteri;;;;;;;;;;;
Rhinodoras.boehlkei;Rhinodoras.boehlkei;0,1778739209;0,2239823449;0,2994186147;0,6258680255;4,4718014489;0,5661779149;0,230938103;0,2169272472;2,8477800522;13
Rhinosardinia.amazonica;Rhinosardinia.amazonica;0,3990810811;0,6755444756;0,5599324324;0,6339238063;3,3264440757;0,5410029024;0,2490441064;0,1759556572;2,7540254157;8
Rhinosardinia.bahiensis;Rhinosardinia.bahiensis;0,4623185641;0,5775540178;0,5892833556;0,6001329894;3,2057170833;0,4978845915;0,2569837709;0,1860149711;2,5474253085;8
Rhynchodoras.woodsi;Rhynchodoras.woodsi;0,1015460993;0,2021097722;0,362648522;0,7287625706;4,58884061;0,6942307456;0,3105402445;0,2374724385;2,3001439862;10
Rhynchodoras.xingui;Rhynchodoras.xingui;0,1996740934;0,0977439926;0,2640883324;0,5789977207;4,2049338816;0,5888643312;0,2407205162;0,2694447909;2,3216350846;6
Rhytiodus.argenteofuscus;Rhytiodus.argenteofuscus;0,6355118431;0,2439686269;0,2611883839;0,2904546006;5,4610429008;0,3791022713;0,1879074693;0,0996810417;2,9312332766;22,764
Rhytiodus.elongatus;;;;;;;;;;;
Rhytiodus.lauzannei;;;;;;;;;;;
Rhytiodus.microlepis;Rhytiodus.microlepis;0,4507939745;0,5018206236;0,454668264;0,4175706733;4,9286031797;0,3710572858;0,2344206634;0,1196700926;2,2426608245;26,294
Rineloricaria.aurata;;;;;;;;;;;
Rineloricaria.beni;Rineloricaria.beni;0,4054316851;0;0;0,5354003;9,7513418886;0,6447672372;0;0,1523014982;7,6275142361;8
Rineloricaria.caracasensis;;;;;;;;;;;
Rineloricaria.castroi;Rineloricaria.castroi;0,2998483429;0;0;0,4872773274;8,6544575798;0,6202630935;0;0,1443597054;5,4416334357;16
Rineloricaria.daraha;;;;;;;;;;;
Rineloricaria.fallax;Rineloricaria.fallax;0,2538075018;0;0;0,538144;9,688332;0,667892;0;0,175362353;7,6698252541;16
Rineloricaria.formosa;Rineloricaria.formosa;0,3293138166;0;0;0,5772801807;11,7393063082;0,7010761562;0;0,1655918504;7,0560263834;15
Rineloricaria.hasemani;Rineloricaria.hasemani;0,2660831994;0;0;0,5261934834;8,9518447432;0,6552930717;0;0,1712258435;4,9065676631;14
Rineloricaria.heteroptera;Rineloricaria.heteroptera;0,3188921663;0;0;0,5083238312;7,6481536707;0,6185071485;0;0,1351440308;8,3372059371;13
Rineloricaria.konopickyi;Rineloricaria.konopickyi;0,3303063452;0,2275114997;0,3147140318;0,5430510252;4,8058052705;0,565762104;0,2186982933;0,1965593413;2,3228177952;10
Rineloricaria.lanceolata;Rineloricaria.lanceolata;0,3475134755;0;0;0,5124427448;9,9584973255;0,6611854542;0;0,1563489999;7,367060186;10
Rineloricaria.lima;;;;;;;;;;;
Rineloricaria.melini;Rineloricaria.melini;0,3229562619;0,2473559274;0,2989221294;0,5485191714;4,7033467084;0,5612304997;0,2290775266;0,1996909471;2,5904593128;13
Rineloricaria.microlepidota;Rineloricaria.microlepidota;0,3187788678;0,2482095064;0,2842900902;0,5576212634;4,7203877613;0,580959466;0,2447141605;0,1993411641;2,7678583207;14
Rineloricaria.morrowi;Rineloricaria.morrowi;0,4289654772;0;0;0,4702743021;9,4293429239;0,5974223466;0;0,1505832157;10,9287696198;16
Rineloricaria.nigricauda;Rineloricaria.nigricauda;0,3529679233;0;0;0,5;10,9199545231;0,7433628319;0;0,146030013;13,5021792685;6
Rineloricaria.phoxocephala;Rineloricaria.phoxocephala;0,2910665065;0;0;0,5234869265;9,6847975439;0,7121322697;0;0,1569874401;6,1180716038;15
Rineloricaria.platyura;Rineloricaria.platyura;0,3464312064;0;0;0,5697035924;10,0152383554;0,6887091927;0;0,162854691;7,6169486331;14
Rineloricaria.stewarti;Rineloricaria.stewarti;0,3533049712;0;0;0,6074434575;10,4173632177;0,7387005958;0;0,1671757442;7,8447834232;10
Rineloricaria.teffeana;Rineloricaria.teffeana;0,3756741082;0;0;0,5809020864;12,1101865385;0,7639420065;0;0,1695837036;6,2003666667;14
Rineloricaria.wolfei;Rineloricaria.wolfei;0,3640114959;0;0;0,4645031025;9,4866956742;0,5279399697;0;0,1556016494;9,7679565381;15
Rivulus.staecki;;;;;;;;;;;
Roeboexodon.geryi;Roeboexodon.geryi;0,4503664332;0,4608510792;0,3317156125;0,5113992702;3,0827266269;0,4900570641;0,2146209995;0,1777562131;2,62780681;15
Roeboexodon.guyanensis;Roeboexodon.guyanensis;0,5647631695;0,5759697744;0,3436328759;0,6059146189;3,5907714951;0,5141530548;0,1954874098;0,1855625232;2,4475678745;12
Roeboides.affinis;Roeboides.affinis;0,4320165635;0,4262961767;0,6307437122;0,4174934816;2,7573548074;0,4903551074;0,118207619;0,1444381219;2,6843770861;11
Roeboides.biserialis;Roeboides.biserialis;0,4705623902;0,5011366752;0,2599867002;0,494499406;2,7091482362;0,4810135259;0,1431753793;0,1572625533;3,1719920241;5
Roeboides.descalvadensis;Roeboides.descalvadensis;0,4716428571;0,5462202481;0,4950714286;0,4874566991;2,7657070622;0,4888814393;0,1430257571;0,1794497544;4,03125;9
Roeboides.dientonito;Roeboides.dientonito;0,5001666465;0,5553227583;0,5574627318;0,5406903264;2,7575950094;0,4461235883;0,2007515596;0,1985853323;3,2897281144;7
Roeboides.dispar;Roeboides.dispar;0,468464322;0,3705189171;0,4238588751;0,338432817;2,817540881;0,4532917029;0,0971216034;0,1769477659;1,7275613033;14,746
Roeboides.microlepis;Roeboides.microlepis;0,4181904762;0,5571891367;0,7192261905;0,538410453;2,3274877166;0,4535392257;0,1538523838;0,2409006342;3,7754093046;18
Roeboides.myersii;Roeboides.myersii;0,4670722277;0,5900223257;0,7027272259;0,5184421598;2,8115818197;0,5346324522;0,1475317659;0,2101130315;2,9034934115;18
Roeboides.oligistos;Roeboides.oligistos;0,5192892953;0,5085360898;0,3679282846;0,5205512701;3,1727147014;0,5314555029;0,1871710458;0,1773362466;3,0213920801;7
Roeboides.prognathus;Roeboides.prognathus;0,4473474178;0,4680029806;0,6582159624;0,4455042226;3,3084997516;0,4232488823;0,1250471932;0,1479592373;3,7882907677;14
Roestes.molossus;Roestes.molossus;0,4740021459;0,7156755324;0,5779954887;0,6085219368;2,557159966;0,5291316512;0,2111842139;0,3251075784;2,8458500074;20
Roestes.ogilviei;Roestes.ogilviei;0,4321986498;0,7511694915;0,1565629569;0,6514067797;3,082253178;0,5984894068;0,2203389831;0,2545095677;1,0651399576;19
Salminus.affinis;Salminus.affinis;0,3386577863;0,4246138669;0,9003405392;0,52139376;3,5969639413;0,3912937851;0,2564969006;0,1479297571;2,5485833333;10
Salminus.brasiliensis;Salminus.brasiliensis;0,2155757999;0,6238577108;0,9919375317;0,6985087855;3,7044934345;0,5421721996;0,1706463937;0,1817885133;3,4048339133;100
Salminus.hilarii;Salminus.hilarii;0,2489988056;0,7026474679;0,7134686995;0,7799268003;3,7457513851;0,5529998679;0,2354513595;0,1318591726;2,6359348782;50
Sarcoglanis.simplex;Sarcoglanis.simplex;0,1058975324;0,2568056952;0,3367610559;0,5102997673;4,1318934773;0,6403274445;0,210050535;0,2713928893;1,9944156362;18,5696333333
Sartor.elongatus;Sartor.elongatus;0,4413686566;0,7042441638;0,4206795008;0,4444624484;4,8055207694;0,6713047303;0,2361546741;0,1589617386;2,3870896226;8
Sartor.respectus;Sartor.respectus;0,3759882989;0,7271420402;0,3656604234;0,5019753307;4,3204180461;0,6456681759;0,2536660353;0,1616197679;2,530654102;16,022
Satanoperca.acuticeps;Satanoperca.acuticeps;0,403352036;0,3615739811;0,4711512992;0,5983938968;2,6389078498;0,6669664726;0,3854848424;0,3342351115;2,0782688866;17
Satanoperca.daemon;Satanoperca.daemon;0,2299465241;0,3093680391;0,2620855615;0,6980691976;2,7821315669;0,727576916;0,4190901398;0,3066554881;2,4236348486;17
Satanoperca.jurupari;Satanoperca.jurupari;0,2741730075;0,3178515872;0,306930294;0,6931172613;2,6554698941;0,7069294632;0,4195057465;0,3073298328;2,4851424504;18
Satanoperca.leucosticta;Satanoperca.leucosticta;0,3285607427;0,189217522;0,2565670788;0,6336700248;2,6512540218;0,7492154122;0,2994158447;0,2422305724;2,4814933762;15
Satanoperca.lilith;Satanoperca.lilith;0,2946685479;0,4065132699;0,3638598515;0,5820735204;2,5957676551;0,6540787061;0,3365579439;0,261664661;2,7530484661;26
Satanoperca.pappaterra;Satanoperca.pappaterra;0,2626488636;0,2968356582;0,3674252051;0,6751178915;2,4651869598;0,7271023288;0,3483283999;0,3226765083;2,1628933176;17
Schizodon.dissimilis;;;;;;;;;;;
Schizodon.fasciatus;Schizodon.fasciatus;0,3380401296;0,4292088185;0,3814084841;0,4879429917;3,8444757269;0,4027168035;0,3469730228;0,1382964859;2,2096207788;40
Schizodon.nasutus;Schizodon.nasutus;0,3698630137;0,3096774194;0,091890411;0,4064516129;4,0196193548;0,4709677419;0,2322580645;0,1586701357;1,9135745915;40,2
Schizodon.vittatus;Schizodon.vittatus;0,550303862;0,5081471951;0,3062144678;0,4827406497;4,2029917836;0,4153807317;0,252387971;0,1296353702;2,7677564825;13,524
Schultzichthys.bondi;Schultzichthys.bondi;0,374204294;0,279465142;0,5101759109;0,521996431;7,3323925368;0,53205385;0,258858662;0,1280900234;1,9453279675;4
Sciades.couma;Sciades.couma;0,2080273545;0,3301560353;0,3322241601;0,411401729;5,1014400621;0,4976379631;0,1624380941;0,1516529701;2,3787569944;97
Scobinancistrus.aureatus;Scobinancistrus.aureatus;0,3055414101;0;0;0,5632485717;4,6124415537;0,6833553726;0;0,2751491425;2,6445195837;25
Scobinancistrus.pariolispos;Scobinancistrus.pariolispos;0,1790100626;0;0;0,6377085912;4,8972262863;0,8022283838;0;0,2606915283;2,0437495399;24
Scoloplax.baskini;;;;;;;;;;;
Scoloplax.dicra;Scoloplax.dicra;0,3300973838;0,4602114858;0,5172634857;0,704379635;6,8765466648;0,6547864153;0,3019769325;0,1869900265;2,2239311494;1
Scoloplax.distolothrix;Scoloplax.distolothrix;0,2814128547;0,4760076775;0,1551823972;0,7558541267;6,8752399232;0,6629558541;0,4809980806;0,282467895;2,0888580314;2
Scoloplax.dolicholophia;Scoloplax.dolicholophia;0,2730394963;0,4026845638;0,1276473955;0,7579418345;4,7024608501;0,781655481;0,3691275168;0,2840152236;2,1133018791;1
Scoloplax.empousa;Scoloplax.empousa;0,2126865672;0,2995211145;0,1162935323;0,7126686983;8,6808881149;0,700043535;0,3783195472;0,1586760281;2,4790876766;2
Scopaeocharax.atopodus;Scopaeocharax.atopodus;0,5831381039;0,4364714086;0,4296234789;0,4563110181;3,337290795;0,5878835425;0,134902371;0,2038009267;1,7214534263;2
Scopaeocharax.rhinodus;Scopaeocharax.rhinodus;0,600079994;0,5266423498;0,3501987351;0,4859665963;3,3096947591;0,614367441;0,3354348243;0,1996542964;2,4424074715;2
Scorpiodoras.heckelii;Scorpiodoras.heckelii;0,3506493506;0,3333500876;0,3138441558;0,5844056065;4,1002383893;0,5528908292;0,279913548;0,2985559478;2,5192446043;16
Scorpiodoras.liophysus;;;;;;;;;;;
Semaprochilodus.brama;Semaprochilodus.brama;0,3902153501;0,4106819889;0,290881155;0,4289859709;2,3330089365;0,3644176632;0,181213422;0,1826671797;2,2014925373;28
Semaprochilodus.insignis;Semaprochilodus.insignis;0,4939600541;0,3814645933;0,2604576445;0,4246073502;2,772633384;0,4401518821;0,1508743799;0,1978088397;3,4224764468;27
Semaprochilodus.kneri;Semaprochilodus.kneri;0,4615463126;0,4438510931;0,2957190846;0,4679389742;2,81012445;0,4518964293;0,2032229473;0,1809401885;3,7536819851;28
Semaprochilodus.laticeps;Semaprochilodus.laticeps;0,3605849828;0,3759743607;0,2652054351;0,3602417346;2,5715328286;0,4223648007;0,1335378844;0,1923153156;3,312654906;44
Semaprochilodus.taeniurus;Semaprochilodus.taeniurus;0,4093787879;0,5001788909;0,3614242424;0,4085382493;2,8804523817;0,4002304357;0,1760771353;0,140233389;3,2323094277;24
Semaprochilodus.varii;Semaprochilodus.varii;0,4861235039;0,4051712495;0,2166087197;0,4540590401;2,2443642403;0,3735736392;0,1896776159;0,228633324;2,578724703;28
Serrabrycon.magoi;Serrabrycon.magoi;0,5190660311;0,5840346334;0,2416586114;0,5549961852;3,5897221002;0,6936166277;0,1446142464;0,1980533439;2,7372352941;3
Serrapinnus.heterodon;Serrapinnus.heterodon;0,5620626316;0,5013215499;0,3417787114;0,5040637579;3,1897029806;0,5373482762;0,1770026745;0,1710996564;3,2391449577;4
Serrapinnus.microdon;Serrapinnus.microdon;0,5475105885;0,4923549813;0,3466266963;0,5048110966;3,3206388263;0,5459478947;0,1775004551;0,1710568586;3,0887322513;3
Serrapinnus.micropterus;Serrapinnus.micropterus;0,5475105885;0,4923549813;0,3466266963;0,5048110966;3,3206388263;0,5459478947;0,1775004551;0,1710568586;3,0887322513;3
Serrapinnus.piaba;Serrapinnus.piaba;0,5533769063;0,4565015997;0,4350256376;0,5043503176;2,6589083616;0,4339907359;0,2239052576;0,166788194;2,0097166219;4
Serrasalmus.altispinis;Serrasalmus.altispinis;0,4173937008;0,5764604154;0,284007874;0,5764604154;1,788212561;0,3735228202;0,3147150344;0,1898214318;4,3507516357;19
Serrasalmus.altuvei;Serrasalmus.altuvei;0,3496796852;0,5400262853;0,5142353094;0,513377712;1,6401935067;0,3285766948;0,2396421569;0,1807779314;4,0754641829;17
Serrasalmus.compressus;Serrasalmus.compressus;0,3874039164;0,493993221;0,4821049703;0,4999806569;1,7587587081;0,3422361228;0,252948336;0,2004389111;3,3544519147;19
Serrasalmus.eigenmanni;Serrasalmus.eigenmanni;0,4302194644;0,481577761;0,3464863418;0,5022799586;2,8564078439;0,461350595;0,2081081736;0,179941711;2,8550522794;18
Serrasalmus.elongatus;Serrasalmus.elongatus;0,3397051748;0,420800681;0,6194829623;0,4853659147;2,6146666333;0,4578953957;0,2453719236;0,1694091106;3,8868571429;30
Serrasalmus.gouldingi;Serrasalmus.gouldingi;0,2995555556;0,5281073389;0,3516956522;0,5805070678;1,6599492505;0,4018800999;0,2990395648;0,1917158379;4,3073799115;28
Serrasalmus.hastatus;Serrasalmus.hastatus;0,4503664332;0,4608510792;0,3317156125;0,5113992702;3,0827266269;0,4900570641;0,2146209995;0,1777562131;2,62780681;15
Serrasalmus.hollandi;Serrasalmus.hollandi;0,3480105263;0,5000099163;0,3140315789;0,5292183967;2,047771806;0,4710245528;0,2125659434;0,1652837334;3,9988652942;18
Serrasalmus.humeralis;Serrasalmus.humeralis;0,3809578168;0,5286111;0,4314489974;0,5304167;2,14242;0,5778547;0,2249135;0,1228373901;4,2152260693;20
Serrasalmus.maculatus;Serrasalmus.maculatus;0,2626262626;0,4853515957;0,3678535354;0,5083477234;1,7315421053;0,4481087773;0,1864924625;0,2164348433;4,4417643005;20
Serrasalmus.manueli;Serrasalmus.manueli;0,2919901628;0,4677308377;0,3774376636;0,5566154385;1,9501776016;0,5130998657;0,2006428697;0,1835892696;4,5365432168;44
Serrasalmus.marginatus;Serrasalmus.marginatus;0,3549716005;0,4580861788;0,5768450395;0,4805296904;1,8593998736;0,3971232924;0,2548945175;0,1804683497;4,0514584759;22
Serrasalmus.nigricans;;;;;;;;;;;
Serrasalmus.odyssei;;;;;;;;;;;
Serrasalmus.rhombeus;Serrasalmus.rhombeus;0,2676576187;0,507177;0,3999600397;0,5598086;2,111111;0,5741627;0,1913876;0,130507882;3,553191;42
Serrasalmus.sanchezi;Serrasalmus.sanchezi;0,4575431235;0,5068355808;0,3671718391;0,5278807607;2,8077813171;0,5014691599;0,1900040891;0,1929397806;2,7411681859;11
Serrasalmus.serrulatus;Serrasalmus.serrulatus;0,3815876289;0,5044406286;0,3880721649;0,552159454;1,817119134;0,4216749625;0,2521746691;0,1555761828;4,2300515213;19
Serrasalmus.spilopleura;Serrasalmus.spilopleura;0,2398092385;0,4634610206;0,434584112;0,5114893457;1,6785112597;0,4613879906;0,2213006436;0,1802575054;4,0024804746;21
Simpsonichthys.filamentosus;Simpsonichthys.filamentosus;0,5984222973;0,5498149529;0,4322736486;0,481100111;3,0142402073;0,5085788314;0,2543134701;0,2599009308;1,8103484754;6,753
Simpsonichthys.reticulatus;;;;;;;;;;;
Sorubim.elongatus;Sorubim.elongatus;0,589844838;0,2244844511;0,7211098914;0,3469985409;7,3264071944;0,4151805909;0,3265228379;0,1302581458;2,3420649379;30
Sorubim.lima;Sorubim.lima;0,3783630393;0,3645620128;0,6411992307;0,477851258;6,3684856098;0,5468134629;0,3301929779;0,1445438784;2,29115847;53
Sorubim.maniradii;Sorubim.maniradii;0,475;0,4370393689;0,477625;0,4201511055;6,8331358098;0,3703566535;0,2604949817;0,148142427;2,4938360105;25
Sorubim.trigonocephalus;Sorubim.trigonocephalus;0,5514009029;0,6424342447;0,8299617466;0,6089074059;7,5629277413;0,3348875322;0,4301476104;0,1390756976;2,9445833333;51
Sorubimichthys.planiceps;Sorubimichthys.planiceps;0,3104055698;0,2313851481;1,0374952816;0,4127811163;7,6983836332;0,3969004378;0,2313851481;0,1220935638;2,5682628452;150
Spatuloricaria.caquetae;Spatuloricaria.caquetae;0,257493188;0;0;0,5791816961;7,6022125296;0,6757421633;0;0,2113139374;7,1599369559;37
Spatuloricaria.euacanthagenys;Spatuloricaria.euacanthagenys;0,3062512562;0,2883047857;0,3682660134;0,5177292584;4,9234057418;0,5392314225;0,233615606;0,1712576829;2,7612704585;52
Spatuloricaria.evansii;Spatuloricaria.evansii;0,3299802684;0,2792817079;0,3527370953;0,5287301891;4,7559646934;0,5469018774;0,2556209592;0,1837787455;2,551867315;20
Spatuloricaria.gymnogaster;Spatuloricaria.gymnogaster;0,2025352595;0;0;0,6701776274;9,2434479394;0,8403752489;0;0,2119542505;4,6253641575;25
Spatuloricaria.nudiventris;Spatuloricaria.nudiventris;0,2340574912;0;0;0,6526522906;7,258786389;0,8235789001;0;0,1594813673;3,9201621924;22,7984280404
