"basin";"variable";"value"
"Xingu1";"Hypostomus_plecostomus";1
"Xingu3";"Hypostomus_plecostomus";1
"Xingu4";"Hypostomus_plecostomus";1
"Xingu6";"Hypostomus_plecostomus";1
"Abuna";"Hypostomus_pyrineusi";1
"Amazon9";"Hypostomus_pyrineusi";1
"Aripuana";"Hypostomus_pyrineusi";1
"Beni";"Hypostomus_pyrineusi";1
"Blanco_Baures";"Hypostomus_pyrineusi";1
"Branco";"Hypostomus_pyrineusi";1
"Candeias";"Hypostomus_pyrineusi";1
"Caqueta1";"Hypostomus_pyrineusi";1
"Chapare";"Hypostomus_pyrineusi";1
"Curaray";"Hypostomus_pyrineusi";1
"Guapore";"Hypostomus_pyrineusi";1
"Huallaga";"Hypostomus_pyrineusi";1
"Itonamas";"Hypostomus_pyrineusi";1
"Javary1";"Hypostomus_pyrineusi";1
"Jiparana";"Hypostomus_pyrineusi";1
"Jurua1";"Hypostomus_pyrineusi";1
"Madera2";"Hypostomus_pyrineusi";1
"Madera4";"Hypostomus_pyrineusi";1
"Madera6";"Hypostomus_pyrineusi";1
"Madre_Dios";"Hypostomus_pyrineusi";1
"Mamore1";"Hypostomus_pyrineusi";1
"Mamore2";"Hypostomus_pyrineusi";1
"Maranon3";"Hypostomus_pyrineusi";1
"Maranon5";"Hypostomus_pyrineusi";1
"Napo2";"Hypostomus_pyrineusi";1
"Orthon";"Hypostomus_pyrineusi";1
"Pachitea";"Hypostomus_pyrineusi";1
"Pastaza";"Hypostomus_pyrineusi";1
"Purus1";"Hypostomus_pyrineusi";1
"Purus3";"Hypostomus_pyrineusi";1
"Putumayo";"Hypostomus_pyrineusi";1
"Roosevelt";"Hypostomus_pyrineusi";1
"Santiago";"Hypostomus_pyrineusi";1
"Solimoes1";"Hypostomus_pyrineusi";1
"Solimoes2";"Hypostomus_pyrineusi";1
"Solimoes7";"Hypostomus_pyrineusi";1
"Solimoes8";"Hypostomus_pyrineusi";1
"Tapajos2";"Hypostomus_pyrineusi";1
"Teles_Pires";"Hypostomus_pyrineusi";1
"Tigre";"Hypostomus_pyrineusi";1
"Ucayali1";"Hypostomus_pyrineusi";1
"Ucayali2";"Hypostomus_pyrineusi";1
"Urubamba";"Hypostomus_pyrineusi";1
"Xingu1";"Hypostomus_pyrineusi";1
"Yacuma";"Hypostomus_pyrineusi";1
"Juruena1";"Hypostomus_rondoni";1
"Teles_Pires";"Hypostomus_rondoni";1
"Negro3";"Hypostomus_sculpodon";1
"Negro5";"Hypostomus_sculpodon";1
"Solimoes8";"Hypostomus_sculpodon";1
"Arinos";"Hypostomus_soniae";1
"Jamanxim";"Hypostomus_soniae";1
"Tapajos1";"Hypostomus_soniae";1
"Tapajos2";"Hypostomus_soniae";1
"Teles_Pires";"Hypostomus_soniae";1
"Trombetas1";"Hypostomus_soniae";1
"Branco";"Hypostomus_taphorni";1
"Negro3";"Hypostomus_taphorni";1
"Caqueta1";"Hypostomus_varimaculosus";1
"Japura1";"Hypostomus_weberi";1
"Negro1";"Hypostomus_weberi";1
"Negro2";"Hypostomus_weberi";1
"Negro3";"Hypostomus_weberi";1
"Amazon5";"Hypselecara_coryphaenoides";1
"Amazon8";"Hypselecara_coryphaenoides";1
"Amazon9";"Hypselecara_coryphaenoides";1
"Andira1";"Hypselecara_coryphaenoides";1
"Branco";"Hypselecara_coryphaenoides";1
"Candeias";"Hypselecara_coryphaenoides";1
"Canuma";"Hypselecara_coryphaenoides";1
"Demini";"Hypselecara_coryphaenoides";1
"Javary1";"Hypselecara_coryphaenoides";1
"Jurua1";"Hypselecara_coryphaenoides";1
"Luna";"Hypselecara_coryphaenoides";1
"Madera1";"Hypselecara_coryphaenoides";1
"Marmelos";"Hypselecara_coryphaenoides";1
"Maues";"Hypselecara_coryphaenoides";1
"Negro1";"Hypselecara_coryphaenoides";1
"Negro2";"Hypselecara_coryphaenoides";1
"Negro3";"Hypselecara_coryphaenoides";1
"Negro5";"Hypselecara_coryphaenoides";1
"Nhamunda";"Hypselecara_coryphaenoides";1
"Solimoes1";"Hypselecara_coryphaenoides";1
"Solimoes8";"Hypselecara_coryphaenoides";1
"Tapajos1";"Hypselecara_coryphaenoides";1
"Trombetas1";"Hypselecara_coryphaenoides";1
"Uatuma1";"Hypselecara_coryphaenoides";1
"Ucayali1";"Hypselecara_coryphaenoides";1
"Xingu1";"Hypselecara_coryphaenoides";1
"Amazon2";"Hypselecara_temporalis";1
"Amazon5";"Hypselecara_temporalis";1
"Amazon8";"Hypselecara_temporalis";1
"Amazon9";"Hypselecara_temporalis";1
"Aripuana";"Hypselecara_temporalis";1
"Branco";"Hypselecara_temporalis";1
"Candeias";"Hypselecara_temporalis";1
"Caqueta1";"Hypselecara_temporalis";1
"Coari";"Hypselecara_temporalis";1
"Curaray";"Hypselecara_temporalis";1
"Curua_Una";"Hypselecara_temporalis";1
"Fresco";"Hypselecara_temporalis";1
"Huallaga";"Hypselecara_temporalis";1
"Japura1";"Hypselecara_temporalis";1
"Jari";"Hypselecara_temporalis";1
"Jatapu";"Hypselecara_temporalis";1
"Javary1";"Hypselecara_temporalis";1
"Jiparana";"Hypselecara_temporalis";1
"Jurua1";"Hypselecara_temporalis";1
"Jutai";"Hypselecara_temporalis";1
"Luna";"Hypselecara_temporalis";1
"Madera1";"Hypselecara_temporalis";1
"Madera2";"Hypselecara_temporalis";1
"Madera3";"Hypselecara_temporalis";1
"Madera4";"Hypselecara_temporalis";1
"Madre_Dios";"Hypselecara_temporalis";1
"Maranon1";"Hypselecara_temporalis";1
"Maranon3";"Hypselecara_temporalis";1
"Marmelos";"Hypselecara_temporalis";1
"Napo1";"Hypselecara_temporalis";1
"Napo2";"Hypselecara_temporalis";1
"Negro1";"Hypselecara_temporalis";1
"Negro2";"Hypselecara_temporalis";1
"Pastaza";"Hypselecara_temporalis";1
"Purus1";"Hypselecara_temporalis";1
"Purus2";"Hypselecara_temporalis";1
"Putumayo";"Hypselecara_temporalis";1
"Solimoes1";"Hypselecara_temporalis";1
"Solimoes2";"Hypselecara_temporalis";1
"Solimoes3";"Hypselecara_temporalis";1
"Solimoes4";"Hypselecara_temporalis";1
"Solimoes7";"Hypselecara_temporalis";1
"Solimoes8";"Hypselecara_temporalis";1
"Solimoes9";"Hypselecara_temporalis";1
"Tapajos1";"Hypselecara_temporalis";1
"Tefe";"Hypselecara_temporalis";1
"Tigre";"Hypselecara_temporalis";1
"Trombetas1";"Hypselecara_temporalis";1
"Uatuma1";"Hypselecara_temporalis";1
"Ucayali1";"Hypselecara_temporalis";1
"Ucayali2";"Hypselecara_temporalis";1
"Xingu1";"Hypselecara_temporalis";1
"Xingu6";"Hypselecara_temporalis";1
"Branco";"Iguanodectes_adujai";1
"Negro1";"Iguanodectes_adujai";1
"Negro2";"Iguanodectes_adujai";1
"Negro3";"Iguanodectes_adujai";1
"Negro5";"Iguanodectes_adujai";1
"Paru_Este";"Iguanodectes_adujai";1
"Amazon8";"Iguanodectes_geisleri";1
"Amazon9";"Iguanodectes_geisleri";1
"Andira1";"Iguanodectes_geisleri";1
"Aripuana";"Iguanodectes_geisleri";1
"Branco";"Iguanodectes_geisleri";1
"Candeias";"Iguanodectes_geisleri";1
"Demini";"Iguanodectes_geisleri";1
"Jiparana";"Iguanodectes_geisleri";1
"Luna";"Iguanodectes_geisleri";1
"Madera1";"Iguanodectes_geisleri";1
"Madera3";"Iguanodectes_geisleri";1
"Madera4";"Iguanodectes_geisleri";1
"Marmelos";"Iguanodectes_geisleri";1
"Negro1";"Iguanodectes_geisleri";1
"Negro2";"Iguanodectes_geisleri";1
"Negro3";"Iguanodectes_geisleri";1
"Negro5";"Iguanodectes_geisleri";1
"Nhamunda";"Iguanodectes_geisleri";1
"Purus1";"Iguanodectes_geisleri";1
"Purus2";"Iguanodectes_geisleri";1
"Solimoes1";"Iguanodectes_geisleri";1
"Solimoes3";"Iguanodectes_geisleri";1
"Tefe";"Iguanodectes_geisleri";1
"Uatuma1";"Iguanodectes_geisleri";1
"Unini";"Iguanodectes_geisleri";1
"Amazon8";"Iguanodectes_gracilis";1
"Branco";"Iguanodectes_gracilis";1
"Japura1";"Iguanodectes_gracilis";1
"Marmelos";"Iguanodectes_gracilis";1
"Negro1";"Iguanodectes_gracilis";1
"Negro2";"Iguanodectes_gracilis";1
"Negro3";"Iguanodectes_gracilis";1
"Purus1";"Iguanodectes_gracilis";1
"Candeias";"Iguanodectes_polylepis";1
"Marmelos";"Iguanodectes_polylepis";1
"Purus3";"Iguanodectes_polylepis";1
"Tapajos1";"Iguanodectes_polylepis";1
"Amazon9";"Iguanodectes_purusii";1
"Aripuana";"Iguanodectes_purusii";1
"Blanco_Baures";"Iguanodectes_purusii";1
"Candeias";"Iguanodectes_purusii";1
"Caqueta1";"Iguanodectes_purusii";1
"Curaray";"Iguanodectes_purusii";1
"Guapore";"Iguanodectes_purusii";1
"Jamanxim";"Iguanodectes_purusii";1
"Javary1";"Iguanodectes_purusii";1
"Jurua1";"Iguanodectes_purusii";1
"Luna";"Iguanodectes_purusii";1
"Madera3";"Iguanodectes_purusii";1
"Madera4";"Iguanodectes_purusii";1
"Purus1";"Iguanodectes_purusii";1
"Purus2";"Iguanodectes_purusii";1
"Roosevelt";"Iguanodectes_purusii";1
"Solimoes1";"Iguanodectes_purusii";1
"Solimoes8";"Iguanodectes_purusii";1
"Solimoes9";"Iguanodectes_purusii";1
"Tapajos2";"Iguanodectes_purusii";1
"Teles_Pires";"Iguanodectes_purusii";1
"Uaupes";"Iguanodectes_purusii";1
"Ucayali1";"Iguanodectes_purusii";1
"Xingu1";"Iguanodectes_purusii";1
"Xingu4";"Iguanodectes_purusii";1
"Amazon1";"Iguanodectes_rachovii";1
"Andira1";"Iguanodectes_rachovii";1
"Xingu1";"Iguanodectes_rachovii";1
"Xingu3";"Iguanodectes_rachovii";1
"Amazon2";"Iguanodectes_spilurus";1
"Amazon5";"Iguanodectes_spilurus";1
"Amazon8";"Iguanodectes_spilurus";1
"Amazon9";"Iguanodectes_spilurus";1
"Andira1";"Iguanodectes_spilurus";1
"Aripuana";"Iguanodectes_spilurus";1
"Bacaja";"Iguanodectes_spilurus";1
"Blanco_Baures";"Iguanodectes_spilurus";1
"Branco";"Iguanodectes_spilurus";1
"Candeias";"Iguanodectes_spilurus";1
"Canuma";"Iguanodectes_spilurus";1
"Caqueta1";"Iguanodectes_spilurus";1
"Coari";"Iguanodectes_spilurus";1
"Curaray";"Iguanodectes_spilurus";1
"Curua_Una";"Iguanodectes_spilurus";1
"Demini";"Iguanodectes_spilurus";1
"Guapore";"Iguanodectes_spilurus";1
"Itonamas";"Iguanodectes_spilurus";1
"Jamanxim";"Iguanodectes_spilurus";1
"Japura1";"Iguanodectes_spilurus";1
"Jari";"Iguanodectes_spilurus";1
"Jatapu";"Iguanodectes_spilurus";1
"Javary1";"Iguanodectes_spilurus";1
"Jiparana";"Iguanodectes_spilurus";1
"Jutai";"Iguanodectes_spilurus";1
"Luna";"Iguanodectes_spilurus";1
"Madera2";"Iguanodectes_spilurus";1
"Madera3";"Iguanodectes_spilurus";1
"Madera4";"Iguanodectes_spilurus";1
"Madera6";"Iguanodectes_spilurus";1
"Madre_Dios";"Iguanodectes_spilurus";1
"Mamore1";"Iguanodectes_spilurus";1
"Mamore2";"Iguanodectes_spilurus";1
"Maranon1";"Iguanodectes_spilurus";1
"Maranon5";"Iguanodectes_spilurus";1
"Marmelos";"Iguanodectes_spilurus";1
"Maues";"Iguanodectes_spilurus";1
"Napo1";"Iguanodectes_spilurus";1
"Napo2";"Iguanodectes_spilurus";1
"Negro1";"Iguanodectes_spilurus";1
"Negro2";"Iguanodectes_spilurus";1
"Negro3";"Iguanodectes_spilurus";1
"Negro5";"Iguanodectes_spilurus";1
"Nhamunda";"Iguanodectes_spilurus";1
"Orthon";"Iguanodectes_spilurus";1
"Pastaza";"Iguanodectes_spilurus";1
"Purus1";"Iguanodectes_spilurus";1
"Purus2";"Iguanodectes_spilurus";1
"Putumayo";"Iguanodectes_spilurus";1
"Solimoes1";"Iguanodectes_spilurus";1
"Solimoes3";"Iguanodectes_spilurus";1
"Solimoes7";"Iguanodectes_spilurus";1
"Solimoes8";"Iguanodectes_spilurus";1
"Solimoes9";"Iguanodectes_spilurus";1
"Tapajos1";"Iguanodectes_spilurus";1
"Tapajos2";"Iguanodectes_spilurus";1
"Tapaua";"Iguanodectes_spilurus";1
"Tefe";"Iguanodectes_spilurus";1
"Teles_Pires";"Iguanodectes_spilurus";1
"Tigre";"Iguanodectes_spilurus";1
"Trombetas1";"Iguanodectes_spilurus";1
"Uatuma1";"Iguanodectes_spilurus";1
"Uaupes";"Iguanodectes_spilurus";1
"Ucayali1";"Iguanodectes_spilurus";1
"Unini";"Iguanodectes_spilurus";1
"Xingu1";"Iguanodectes_spilurus";1
"Xingu3";"Iguanodectes_spilurus";1
"Xingu4";"Iguanodectes_spilurus";1
"Amazon5";"Iguanodectes_variatus";1
"Amazon8";"Iguanodectes_variatus";1
"Amazon9";"Iguanodectes_variatus";1
"Andira1";"Iguanodectes_variatus";1
"Aripuana";"Iguanodectes_variatus";1
"Branco";"Iguanodectes_variatus";1
"Candeias";"Iguanodectes_variatus";1
"Curua_Una";"Iguanodectes_variatus";1
"Iriri";"Iguanodectes_variatus";1
"Jiparana";"Iguanodectes_variatus";1
"Luna";"Iguanodectes_variatus";1
"Madera2";"Iguanodectes_variatus";1
"Madera4";"Iguanodectes_variatus";1
"Marmelos";"Iguanodectes_variatus";1
"Maues";"Iguanodectes_variatus";1
"Negro1";"Iguanodectes_variatus";1
"Nhamunda";"Iguanodectes_variatus";1
"Purus1";"Iguanodectes_variatus";1
"Roosevelt";"Iguanodectes_variatus";1
"Tapajos1";"Iguanodectes_variatus";1
"Trombetas1";"Iguanodectes_variatus";1
"Amazon2";"Ilisha_amazonica";1
"Amazon5";"Ilisha_amazonica";1
"Amazon8";"Ilisha_amazonica";1
"Amazon9";"Ilisha_amazonica";1
"Andira1";"Ilisha_amazonica";1
"Aripuana";"Ilisha_amazonica";1
"Branco";"Ilisha_amazonica";1
"Candeias";"Ilisha_amazonica";1
"Coari";"Ilisha_amazonica";1
"Curaray";"Ilisha_amazonica";1
"Iriri";"Ilisha_amazonica";1
"Japura1";"Ilisha_amazonica";1
"Jiparana";"Ilisha_amazonica";1
"Jurua1";"Ilisha_amazonica";1
"Jutai";"Ilisha_amazonica";1
"Luna";"Ilisha_amazonica";1
"Madera1";"Ilisha_amazonica";1
"Madera2";"Ilisha_amazonica";1
"Madera3";"Ilisha_amazonica";1
"Madera4";"Ilisha_amazonica";1
"Maues";"Ilisha_amazonica";1
"Napo2";"Ilisha_amazonica";1
"Negro1";"Ilisha_amazonica";1
"Purus1";"Ilisha_amazonica";1
"Putumayo";"Ilisha_amazonica";1
"Solimoes1";"Ilisha_amazonica";1
"Solimoes2";"Ilisha_amazonica";1
"Solimoes3";"Ilisha_amazonica";1
"Solimoes4";"Ilisha_amazonica";1
"Solimoes8";"Ilisha_amazonica";1
"Tapajos1";"Ilisha_amazonica";1
"Trombetas1";"Ilisha_amazonica";1
"Uatuma1";"Ilisha_amazonica";1
"Xingu1";"Ilisha_amazonica";1
"Aripuana";"Imparfinis_cochabambae";1
"Chapare";"Imparfinis_cochabambae";1
"Grande";"Imparfinis_cochabambae";1
"Guapore";"Imparfinis_cochabambae";1
"Isiboro";"Imparfinis_cochabambae";1
"Jiparana";"Imparfinis_cochabambae";1
"Abuna";"Imparfinis_guttatus";1
"Beni";"Imparfinis_guttatus";1
"Chapare";"Imparfinis_guttatus";1
"Grande";"Imparfinis_guttatus";1
"Itonamas";"Imparfinis_guttatus";1
"Madera6";"Imparfinis_guttatus";1
"Madre_Dios";"Imparfinis_guttatus";1
"Mamore1";"Imparfinis_guttatus";1
"Mamore2";"Imparfinis_guttatus";1
"Maranon3";"Imparfinis_guttatus";1
"Maranon5";"Imparfinis_guttatus";1
"Yacuma";"Imparfinis_guttatus";1
"Amazon2";"Imparfinis_hasemani";1
"Amazon5";"Imparfinis_hasemani";1
"Bacaja";"Imparfinis_hasemani";1
"Branco";"Imparfinis_hasemani";1
"Candeias";"Imparfinis_hasemani";1
"Curua";"Imparfinis_hasemani";1
"Demini";"Imparfinis_hasemani";1
"Fresco";"Imparfinis_hasemani";1
"Jari";"Imparfinis_hasemani";1
"Jiparana";"Imparfinis_hasemani";1
"Madre_Dios";"Imparfinis_hasemani";1
"Maranon3";"Imparfinis_hasemani";1
"Negro1";"Imparfinis_hasemani";1
"Negro2";"Imparfinis_hasemani";1
"Orthon";"Imparfinis_hasemani";1
"Purus1";"Imparfinis_hasemani";1
"Tapajos1";"Imparfinis_hasemani";1
"Teles_Pires";"Imparfinis_hasemani";1
"Xingu1";"Imparfinis_hasemani";1
"Xingu3";"Imparfinis_hasemani";1
"Xingu4";"Imparfinis_hasemani";1
"Xingu6";"Imparfinis_hasemani";1
"Curaray";"Imparfinis_longicaudus";1
"Maranon5";"Imparfinis_longicaudus";1
"Napo2";"Imparfinis_longicaudus";1
"Pastaza";"Imparfinis_longicaudus";1
"Curaray";"Imparfinis_nemacheir";1
"Maranon5";"Imparfinis_nemacheir";1
"Napo2";"Imparfinis_nemacheir";1
"Santiago";"Imparfinis_nemacheir";1
"Solimoes7";"Imparfinis_nemacheir";1
"Solimoes8";"Imparfinis_nemacheir";1
"Santiago";"Imparfinis_parvus";1
"Abuna";"Imparfinis_pristos";1
"Amazon8";"Imparfinis_pristos";1
"Amazon9";"Imparfinis_pristos";1
"Caqueta1";"Imparfinis_pristos";1
"Guapore";"Imparfinis_pristos";1
"Japura1";"Imparfinis_pristos";1
"Jiparana";"Imparfinis_pristos";1
"Mamore1";"Imparfinis_pristos";1
"Marmelos";"Imparfinis_pristos";1
"Negro1";"Imparfinis_pristos";1
"Negro2";"Imparfinis_pristos";1
"Negro3";"Imparfinis_pristos";1
"Negro5";"Imparfinis_pristos";1
"Solimoes7";"Imparfinis_pristos";1
"Xingu1";"Imparfinis_pristos";1
"Caqueta1";"Imparfinis_pseudonemacheir";1
"Ucayali1";"Imparfinis_pseudonemacheir";1
"Abuna";"Imparfinis_stictonotus";1
"Amazon8";"Imparfinis_stictonotus";1
"Aripuana";"Imparfinis_stictonotus";1
"Beni";"Imparfinis_stictonotus";1
"Blanco_Baures";"Imparfinis_stictonotus";1
"Caqueta1";"Imparfinis_stictonotus";1
"Chapare";"Imparfinis_stictonotus";1
"Curaray";"Imparfinis_stictonotus";1
"Grande";"Imparfinis_stictonotus";1
"Guapore";"Imparfinis_stictonotus";1
"Iriri";"Imparfinis_stictonotus";1
"Isiboro";"Imparfinis_stictonotus";1
"Itonamas";"Imparfinis_stictonotus";1
"Japura1";"Imparfinis_stictonotus";1
"Javary1";"Imparfinis_stictonotus";1
"Jiparana";"Imparfinis_stictonotus";1
"Jurua1";"Imparfinis_stictonotus";1
"Juruena1";"Imparfinis_stictonotus";1
"Jutai";"Imparfinis_stictonotus";1
"Madera1";"Imparfinis_stictonotus";1
"Madera3";"Imparfinis_stictonotus";1
"Madera4";"Imparfinis_stictonotus";1
"Madre_Dios";"Imparfinis_stictonotus";1
"Mamore1";"Imparfinis_stictonotus";1
"Mamore2";"Imparfinis_stictonotus";1
"Maranon3";"Imparfinis_stictonotus";1
"Napo2";"Imparfinis_stictonotus";1
"Negro1";"Imparfinis_stictonotus";1
"Orthon";"Imparfinis_stictonotus";1
"Pastaza";"Imparfinis_stictonotus";1
"Purus3";"Imparfinis_stictonotus";1
"Solimoes1";"Imparfinis_stictonotus";1
"Solimoes4";"Imparfinis_stictonotus";1
"Solimoes7";"Imparfinis_stictonotus";1
"Solimoes8";"Imparfinis_stictonotus";1
"Teles_Pires";"Imparfinis_stictonotus";1
"Ucayali1";"Imparfinis_stictonotus";1
"Urubamba";"Imparfinis_stictonotus";1
"Xingu1";"Imparfinis_stictonotus";1
"Yacuma";"Imparfinis_stictonotus";1
"Aripuana";"Inpaichthys_kerri";1
"Juruena1";"Inpaichthys_kerri";1
"Roosevelt";"Inpaichthys_kerri";1
"Negro1";"Iracema_caiana";1
"Abuna";"Ituglanis_amazonicus";1
"Amazon1";"Ituglanis_amazonicus";1
"Amazon2";"Ituglanis_amazonicus";1
"Amazon5";"Ituglanis_amazonicus";1
"Amazon8";"Ituglanis_amazonicus";1
"Amazon9";"Ituglanis_amazonicus";1
"Andira1";"Ituglanis_amazonicus";1
"Apaporis";"Ituglanis_amazonicus";1
"Aripuana";"Ituglanis_amazonicus";1
"Bacaja";"Ituglanis_amazonicus";1
"Branco";"Ituglanis_amazonicus";1
"Caqueta1";"Ituglanis_amazonicus";1
"Chapare";"Ituglanis_amazonicus";1
"Coari";"Ituglanis_amazonicus";1
"Curaray";"Ituglanis_amazonicus";1
"Curua";"Ituglanis_amazonicus";1
"Curua_Una";"Ituglanis_amazonicus";1
"Fresco";"Ituglanis_amazonicus";1
"Guapore";"Ituglanis_amazonicus";1
"Iriri";"Ituglanis_amazonicus";1
"Isiboro";"Ituglanis_amazonicus";1
"Jamanxim";"Ituglanis_amazonicus";1
"Japura1";"Ituglanis_amazonicus";1
"Jari";"Ituglanis_amazonicus";1
"Jatapu";"Ituglanis_amazonicus";1
"Javary1";"Ituglanis_amazonicus";1
"Jiparana";"Ituglanis_amazonicus";1
"Jurua1";"Ituglanis_amazonicus";1
"Juruena1";"Ituglanis_amazonicus";1
"Luna";"Ituglanis_amazonicus";1
"Madera1";"Ituglanis_amazonicus";1
"Madera3";"Ituglanis_amazonicus";1
"Madera4";"Ituglanis_amazonicus";1
"Madre_Dios";"Ituglanis_amazonicus";1
"Mamore1";"Ituglanis_amazonicus";1
"Mamore2";"Ituglanis_amazonicus";1
"Maranon3";"Ituglanis_amazonicus";1
"Maranon5";"Ituglanis_amazonicus";1
"Marmelos";"Ituglanis_amazonicus";1
"Maues";"Ituglanis_amazonicus";1
"Napo2";"Ituglanis_amazonicus";1
"Negro1";"Ituglanis_amazonicus";1
"Negro3";"Ituglanis_amazonicus";1
"Orthon";"Ituglanis_amazonicus";1
"Paru_Este";"Ituglanis_amazonicus";1
"Pastaza";"Ituglanis_amazonicus";1
"Purus1";"Ituglanis_amazonicus";1
"Purus2";"Ituglanis_amazonicus";1
"Roosevelt";"Ituglanis_amazonicus";1
"Solimoes8";"Ituglanis_amazonicus";1
"Tapajos1";"Ituglanis_amazonicus";1
"Tapajos2";"Ituglanis_amazonicus";1
"Tapaua";"Ituglanis_amazonicus";1
"Tefe";"Ituglanis_amazonicus";1
"Teles_Pires";"Ituglanis_amazonicus";1
"Uatuma1";"Ituglanis_amazonicus";1
"Uaupes";"Ituglanis_amazonicus";1
"Ucayali1";"Ituglanis_amazonicus";1
"Xingu1";"Ituglanis_amazonicus";1
"Xingu6";"Ituglanis_amazonicus";1
"Yacuma";"Ituglanis_amazonicus";1
"Iriri";"Ituglanis_apteryx";1
"Jari";"Ituglanis_compactus";1
"Abuna";"Ituglanis_gracilior";1
"Candeias";"Ituglanis_gracilior";1
"Guapore";"Ituglanis_gracilior";1
"Jiparana";"Ituglanis_gracilior";1
"Luna";"Ituglanis_gracilior";1
"Madera4";"Ituglanis_gracilior";1
"Madera6";"Ituglanis_gracilior";1
"Mamore1";"Ituglanis_gracilior";1
"Marmelos";"Ituglanis_gracilior";1
"Negro3";"Ituglanis_gracilior";1
"Negro5";"Ituglanis_gracilior";1
"Purus1";"Ituglanis_gracilior";1
"Purus3";"Ituglanis_gracilior";1
"Teles_Pires";"Ituglanis_gracilior";1
"Xingu6";"Ituglanis_gracilior";1
"Candeias";"Ituglanis_parkoi";1
"Javary1";"Ituglanis_parkoi";1
"Jiparana";"Ituglanis_parkoi";1
"Purus3";"Ituglanis_parkoi";1
"Andira1";"Jupiaba_abramoides";1
"Arinos";"Jupiaba_abramoides";1
"Iriri";"Jupiaba_abramoides";1
"Japura1";"Jupiaba_abramoides";1
"Jari";"Jupiaba_abramoides";1
"Jurua1";"Jupiaba_abramoides";1
"Madre_Dios";"Jupiaba_abramoides";1
"Negro3";"Jupiaba_abramoides";1
"Negro5";"Jupiaba_abramoides";1
"Solimoes9";"Jupiaba_abramoides";1
"Tefe";"Jupiaba_abramoides";1
"Trombetas1";"Jupiaba_abramoides";1
"Uaupes";"Jupiaba_abramoides";1
"Abuna";"Jupiaba_anteroides";1
"Amazon2";"Jupiaba_anteroides";1
"Amazon5";"Jupiaba_anteroides";1
"Apaporis";"Jupiaba_anteroides";1
"Aripuana";"Jupiaba_anteroides";1
"Candeias";"Jupiaba_anteroides";1
"Canuma";"Jupiaba_anteroides";1
"Caqueta1";"Jupiaba_anteroides";1
"Coari";"Jupiaba_anteroides";1
"Curaray";"Jupiaba_anteroides";1
"Curua_Una";"Jupiaba_anteroides";1
"Guapore";"Jupiaba_anteroides";1
"Iriri";"Jupiaba_anteroides";1
"Javary1";"Jupiaba_anteroides";1
"Jiparana";"Jupiaba_anteroides";1
"Jurua1";"Jupiaba_anteroides";1
"Juruena1";"Jupiaba_anteroides";1
"Jutai";"Jupiaba_anteroides";1
"Madera4";"Jupiaba_anteroides";1
"Madera6";"Jupiaba_anteroides";1
"Madre_Dios";"Jupiaba_anteroides";1
"Mamore1";"Jupiaba_anteroides";1
"Napo2";"Jupiaba_anteroides";1
"Negro3";"Jupiaba_anteroides";1
"Negro5";"Jupiaba_anteroides";1
"Pastaza";"Jupiaba_anteroides";1
"Purus1";"Jupiaba_anteroides";1
"Purus2";"Jupiaba_anteroides";1
"Putumayo";"Jupiaba_anteroides";1
"Solimoes8";"Jupiaba_anteroides";1
"Solimoes9";"Jupiaba_anteroides";1
"Tapajos1";"Jupiaba_anteroides";1
"Tapajos2";"Jupiaba_anteroides";1
"Tefe";"Jupiaba_anteroides";1
"Teles_Pires";"Jupiaba_anteroides";1
"Tigre";"Jupiaba_anteroides";1
"Uaupes";"Jupiaba_anteroides";1
"Ucayali1";"Jupiaba_anteroides";1
"Urubamba";"Jupiaba_anteroides";1
"Xingu6";"Jupiaba_anteroides";1
"Aripuana";"Jupiaba_apenima";1
"Bacaja";"Jupiaba_apenima";1
"Candeias";"Jupiaba_apenima";1
"Guapore";"Jupiaba_apenima";1
"Iriri";"Jupiaba_apenima";1
"Jamanxim";"Jupiaba_apenima";1
"Jiparana";"Jupiaba_apenima";1
"Tapajos1";"Jupiaba_apenima";1
"Tapajos2";"Jupiaba_apenima";1
"Teles_Pires";"Jupiaba_apenima";1
"Xingu1";"Jupiaba_apenima";1
"Xingu3";"Jupiaba_apenima";1
"Xingu6";"Jupiaba_apenima";1
"Aripuana";"Jupiaba_asymmetrica";1
"Canuma";"Jupiaba_asymmetrica";1
"Caqueta1";"Jupiaba_asymmetrica";1
"Coari";"Jupiaba_asymmetrica";1
"Curaray";"Jupiaba_asymmetrica";1
"Guapore";"Jupiaba_asymmetrica";1
"Jamanxim";"Jupiaba_asymmetrica";1
"Javary1";"Jupiaba_asymmetrica";1
"Jiparana";"Jupiaba_asymmetrica";1
"Jurua1";"Jupiaba_asymmetrica";1
"Jutai";"Jupiaba_asymmetrica";1
"Maranon1";"Jupiaba_asymmetrica";1
"Maranon3";"Jupiaba_asymmetrica";1
"Napo1";"Jupiaba_asymmetrica";1
"Napo2";"Jupiaba_asymmetrica";1
"Purus3";"Jupiaba_asymmetrica";1
"Putumayo";"Jupiaba_asymmetrica";1
"Solimoes7";"Jupiaba_asymmetrica";1
"Solimoes8";"Jupiaba_asymmetrica";1
"Solimoes9";"Jupiaba_asymmetrica";1
"Tefe";"Jupiaba_asymmetrica";1
"Teles_Pires";"Jupiaba_asymmetrica";1
"Tigre";"Jupiaba_asymmetrica";1
"Amazon2";"Jupiaba_atypindi";1
"Bacaja";"Jupiaba_atypindi";1
