"basin";"variable";"value"
"Branco";"Jupiaba_atypindi";1
"Iriri";"Jupiaba_atypindi";1
"Jamanxim";"Jupiaba_atypindi";1
"Negro1";"Jupiaba_atypindi";1
"Negro3";"Jupiaba_atypindi";1
"Tapajos1";"Jupiaba_atypindi";1
"Teles_Pires";"Jupiaba_atypindi";1
"Trombetas1";"Jupiaba_atypindi";1
"Uatuma1";"Jupiaba_atypindi";1
"Xingu1";"Jupiaba_atypindi";1
"Xingu6";"Jupiaba_atypindi";1
"Aripuana";"Jupiaba_citrina";1
"Jiparana";"Jupiaba_citrina";1
"Roosevelt";"Jupiaba_citrina";1
"Arinos";"Jupiaba_iasy";1
"Aripuana";"Jupiaba_iasy";1
"Jamanxim";"Jupiaba_iasy";1
"Jiparana";"Jupiaba_iasy";1
"Tapajos2";"Jupiaba_iasy";1
"Teles_Pires";"Jupiaba_iasy";1
"Trombetas1";"Jupiaba_iasy";1
"Xingu1";"Jupiaba_iasy";1
"Iriri";"Jupiaba_kurua";1
"Xingu1";"Jupiaba_kurua";1
"Chapare";"Jupiaba_minor";1
"Iriri";"Jupiaba_minor";1
"Teles_Pires";"Jupiaba_minor";1
"Xingu1";"Jupiaba_minor";1
"Jamanxim";"Jupiaba_paranatinga";1
"Teles_Pires";"Jupiaba_paranatinga";1
"Branco";"Jupiaba_pinnata";1
"Chapare";"Jupiaba_pinnata";1
"Isiboro";"Jupiaba_pinnata";1
"Arinos";"Jupiaba_pirana";1
"Jamanxim";"Jupiaba_pirana";1
"Juruena1";"Jupiaba_pirana";1
"Negro1";"Jupiaba_pirana";1
"Tapajos1";"Jupiaba_pirana";1
"Teles_Pires";"Jupiaba_pirana";1
"Negro3";"Jupiaba_poekotero";1
"Negro5";"Jupiaba_poekotero";1
"Teles_Pires";"Jupiaba_poekotero";1
"Uaupes";"Jupiaba_poekotero";1
"Amazon1";"Jupiaba_polylepis";1
"Amazon2";"Jupiaba_polylepis";1
"Arinos";"Jupiaba_polylepis";1
"Bacaja";"Jupiaba_polylepis";1
"Branco";"Jupiaba_polylepis";1
"Curua";"Jupiaba_polylepis";1
"Curua_Una";"Jupiaba_polylepis";1
"Fresco";"Jupiaba_polylepis";1
"Iriri";"Jupiaba_polylepis";1
"Jamanxim";"Jupiaba_polylepis";1
"Jari";"Jupiaba_polylepis";1
"Madera1";"Jupiaba_polylepis";1
"Negro1";"Jupiaba_polylepis";1
"Negro3";"Jupiaba_polylepis";1
"Negro5";"Jupiaba_polylepis";1
"Purus2";"Jupiaba_polylepis";1
"Tapajos1";"Jupiaba_polylepis";1
"Tapajos2";"Jupiaba_polylepis";1
"Tapaua";"Jupiaba_polylepis";1
"Teles_Pires";"Jupiaba_polylepis";1
"Trombetas1";"Jupiaba_polylepis";1
"Uatuma1";"Jupiaba_polylepis";1
"Xingu1";"Jupiaba_polylepis";1
"Xingu3";"Jupiaba_polylepis";1
"Xingu4";"Jupiaba_polylepis";1
"Xingu6";"Jupiaba_polylepis";1
"Arinos";"Jupiaba_poranga";1
"Coari";"Jupiaba_poranga";1
"Jamanxim";"Jupiaba_poranga";1
"Jiparana";"Jupiaba_poranga";1
"Juruena1";"Jupiaba_poranga";1
"Marmelos";"Jupiaba_poranga";1
"Tapajos1";"Jupiaba_poranga";1
"Teles_Pires";"Jupiaba_poranga";1
"Xingu6";"Jupiaba_poranga";1
"Branco";"Jupiaba_scologaster";1
"Curaray";"Jupiaba_scologaster";1
"Japura1";"Jupiaba_scologaster";1
"Jiparana";"Jupiaba_scologaster";1
"Negro1";"Jupiaba_scologaster";1
"Negro2";"Jupiaba_scologaster";1
"Negro3";"Jupiaba_scologaster";1
"Negro5";"Jupiaba_scologaster";1
"Solimoes9";"Jupiaba_scologaster";1
"Tapajos1";"Jupiaba_scologaster";1
"Teles_Pires";"Jupiaba_scologaster";1
"Uaupes";"Jupiaba_scologaster";1
"Unini";"Jupiaba_scologaster";1
"Arinos";"Jupiaba_yarina";1
"Juruena1";"Jupiaba_yarina";1
"Tapajos2";"Jupiaba_yarina";1
"Teles_Pires";"Jupiaba_yarina";1
"Abuna";"Jupiaba_zonata";1
"Amazon5";"Jupiaba_zonata";1
"Apaporis";"Jupiaba_zonata";1
"Aripuana";"Jupiaba_zonata";1
"Candeias";"Jupiaba_zonata";1
"Canuma";"Jupiaba_zonata";1
"Caqueta1";"Jupiaba_zonata";1
"Curaray";"Jupiaba_zonata";1
"Guapore";"Jupiaba_zonata";1
"Javary1";"Jupiaba_zonata";1
"Jiparana";"Jupiaba_zonata";1
"Jurua1";"Jupiaba_zonata";1
"Luna";"Jupiaba_zonata";1
"Madera4";"Jupiaba_zonata";1
"Marmelos";"Jupiaba_zonata";1
"Napo1";"Jupiaba_zonata";1
"Napo2";"Jupiaba_zonata";1
"Negro2";"Jupiaba_zonata";1
"Negro3";"Jupiaba_zonata";1
"Putumayo";"Jupiaba_zonata";1
"Roosevelt";"Jupiaba_zonata";1
"Solimoes7";"Jupiaba_zonata";1
"Solimoes8";"Jupiaba_zonata";1
"Solimoes9";"Jupiaba_zonata";1
"Tapajos1";"Jupiaba_zonata";1
"Tefe";"Jupiaba_zonata";1
"Teles_Pires";"Jupiaba_zonata";1
"Tigre";"Jupiaba_zonata";1
"Unini";"Jupiaba_zonata";1
"Xingu6";"Jupiaba_zonata";1
"Amazon2";"Jurengraulis_juruensis";1
"Aripuana";"Jurengraulis_juruensis";1
"Branco";"Jurengraulis_juruensis";1
"Candeias";"Jurengraulis_juruensis";1
"Coari";"Jurengraulis_juruensis";1
"Guapore";"Jurengraulis_juruensis";1
"Isiboro";"Jurengraulis_juruensis";1
"Itonamas";"Jurengraulis_juruensis";1
"Japura1";"Jurengraulis_juruensis";1
"Jiparana";"Jurengraulis_juruensis";1
"Madera1";"Jurengraulis_juruensis";1
"Madera4";"Jurengraulis_juruensis";1
"Madera6";"Jurengraulis_juruensis";1
"Mamore1";"Jurengraulis_juruensis";1
"Mamore2";"Jurengraulis_juruensis";1
"Negro1";"Jurengraulis_juruensis";1
"Putumayo";"Jurengraulis_juruensis";1
"Solimoes1";"Jurengraulis_juruensis";1
"Solimoes8";"Jurengraulis_juruensis";1
"Solimoes9";"Jurengraulis_juruensis";1
"Tefe";"Jurengraulis_juruensis";1
"Trombetas1";"Jurengraulis_juruensis";1
"Branco";"Klausewitzia_ritae";1
"Javary1";"Klausewitzia_ritae";1
"Negro1";"Klausewitzia_ritae";1
"Putumayo";"Klausewitzia_ritae";1
"Solimoes3";"Klausewitzia_ritae";1
"Solimoes9";"Klausewitzia_ritae";1
"Ucayali1";"Klausewitzia_ritae";1
"Solimoes9";"Knodus_borki";1
"Amazon9";"Knodus_breviceps";1
"Bacaja";"Knodus_breviceps";1
"Beni";"Knodus_breviceps";1
"Blanco_Baures";"Knodus_breviceps";1
"Caqueta1";"Knodus_breviceps";1
"Chapare";"Knodus_breviceps";1
"Grande";"Knodus_breviceps";1
"Guapore";"Knodus_breviceps";1
"Huallaga";"Knodus_breviceps";1
"Itonamas";"Knodus_breviceps";1
"Jurua1";"Knodus_breviceps";1
"Madera4";"Knodus_breviceps";1
"Madera6";"Knodus_breviceps";1
"Madre_Dios";"Knodus_breviceps";1
"Mamore1";"Knodus_breviceps";1
"Maranon1";"Knodus_breviceps";1
"Maranon5";"Knodus_breviceps";1
"Napo2";"Knodus_breviceps";1
"Orthon";"Knodus_breviceps";1
"Pachitea";"Knodus_breviceps";1
"Pastaza";"Knodus_breviceps";1
"Purus3";"Knodus_breviceps";1
"Putumayo";"Knodus_breviceps";1
"Santiago";"Knodus_breviceps";1
"Solimoes7";"Knodus_breviceps";1
"Solimoes8";"Knodus_breviceps";1
"Tigre";"Knodus_breviceps";1
"Uatuma1";"Knodus_breviceps";1
"Ucayali1";"Knodus_breviceps";1
"Ucayali2";"Knodus_breviceps";1
"Urubamba";"Knodus_breviceps";1
"Xingu1";"Knodus_breviceps";1
"Napo2";"Knodus_delta";1
"Pastaza";"Knodus_delta";1
"Purus3";"Knodus_delta";1
"Putumayo";"Knodus_delta";1
"Teles_Pires";"Knodus_dorsomaculatus";1
"Caqueta1";"Knodus_gamma";1
"Curaray";"Knodus_gamma";1
"Madre_Dios";"Knodus_gamma";1
"Napo2";"Knodus_gamma";1
"Orthon";"Knodus_gamma";1
"Pastaza";"Knodus_gamma";1
"Putumayo";"Knodus_gamma";1
"Santiago";"Knodus_gamma";1
"Solimoes8";"Knodus_gamma";1
"Abuna";"Knodus_heteresthes";1
"Amazon1";"Knodus_heteresthes";1
"Amazon2";"Knodus_heteresthes";1
"Apaporis";"Knodus_heteresthes";1
"Arinos";"Knodus_heteresthes";1
"Aripuana";"Knodus_heteresthes";1
"Bacaja";"Knodus_heteresthes";1
"Beni";"Knodus_heteresthes";1
"Branco";"Knodus_heteresthes";1
"Candeias";"Knodus_heteresthes";1
"Canuma";"Knodus_heteresthes";1
"Caqueta1";"Knodus_heteresthes";1
"Chapare";"Knodus_heteresthes";1
"Curua_Una";"Knodus_heteresthes";1
"Fresco";"Knodus_heteresthes";1
"Grande";"Knodus_heteresthes";1
"Iriri";"Knodus_heteresthes";1
"Isiboro";"Knodus_heteresthes";1
"Jamanxim";"Knodus_heteresthes";1
"Japura1";"Knodus_heteresthes";1
"Javary1";"Knodus_heteresthes";1
"Jiparana";"Knodus_heteresthes";1
"Juruena1";"Knodus_heteresthes";1
"Madera4";"Knodus_heteresthes";1
"Madera6";"Knodus_heteresthes";1
"Madre_Dios";"Knodus_heteresthes";1
"Mamore1";"Knodus_heteresthes";1
"Negro1";"Knodus_heteresthes";1
"Negro3";"Knodus_heteresthes";1
"Orthon";"Knodus_heteresthes";1
"Pastaza";"Knodus_heteresthes";1
"Purus1";"Knodus_heteresthes";1
"Purus2";"Knodus_heteresthes";1
"Purus3";"Knodus_heteresthes";1
"Solimoes7";"Knodus_heteresthes";1
"Tapajos1";"Knodus_heteresthes";1
"Tapajos2";"Knodus_heteresthes";1
"Teles_Pires";"Knodus_heteresthes";1
"Trombetas1";"Knodus_heteresthes";1
"Uaupes";"Knodus_heteresthes";1
"Ucayali1";"Knodus_heteresthes";1
"Xingu1";"Knodus_heteresthes";1
"Xingu6";"Knodus_heteresthes";1
"Caqueta1";"Knodus_hypopterus";1
"Huallaga";"Knodus_hypopterus";1
"Jurua1";"Knodus_hypopterus";1
"Madre_Dios";"Knodus_hypopterus";1
"Maranon3";"Knodus_hypopterus";1
"Maranon5";"Knodus_hypopterus";1
"Napo2";"Knodus_hypopterus";1
"Orthon";"Knodus_hypopterus";1
"Paru_Este";"Knodus_hypopterus";1
"Putumayo";"Knodus_hypopterus";1
"Santiago";"Knodus_hypopterus";1
"Solimoes9";"Knodus_hypopterus";1
"Tigre";"Knodus_hypopterus";1
"Ucayali1";"Knodus_hypopterus";1
"Urubamba";"Knodus_hypopterus";1
"Xingu1";"Knodus_hypopterus";1
"Caqueta1";"Knodus_megalops";1
"Huallaga";"Knodus_megalops";1
"Javary1";"Knodus_megalops";1
"Madre_Dios";"Knodus_megalops";1
"Maranon3";"Knodus_megalops";1
"Maranon5";"Knodus_megalops";1
"Napo1";"Knodus_megalops";1
"Napo2";"Knodus_megalops";1
"Pachitea";"Knodus_megalops";1
"Pastaza";"Knodus_megalops";1
"Purus3";"Knodus_megalops";1
"Putumayo";"Knodus_megalops";1
"Solimoes9";"Knodus_megalops";1
"Tigre";"Knodus_megalops";1
"Ucayali1";"Knodus_megalops";1
"Ucayali2";"Knodus_megalops";1
"Urubamba";"Knodus_megalops";1
"Apurimac1";"Knodus_mizquae";1
"Aripuana";"Knodus_mizquae";1
"Chapare";"Knodus_mizquae";1
"Grande";"Knodus_mizquae";1
"Isiboro";"Knodus_mizquae";1
"Itonamas";"Knodus_mizquae";1
"Madera1";"Knodus_mizquae";1
"Madre_Dios";"Knodus_mizquae";1
"Maranon5";"Knodus_mizquae";1
"Orthon";"Knodus_mizquae";1
"Ucayali2";"Knodus_mizquae";1
"Amazon2";"Knodus_moenkhausii";1
"Apaporis";"Knodus_moenkhausii";1
"Beni";"Knodus_moenkhausii";1
"Caqueta1";"Knodus_moenkhausii";1
"Curua_Una";"Knodus_moenkhausii";1
"Guapore";"Knodus_moenkhausii";1
"Huallaga";"Knodus_moenkhausii";1
"Iriri";"Knodus_moenkhausii";1
"Jamanxim";"Knodus_moenkhausii";1
"Jari";"Knodus_moenkhausii";1
"Jurua1";"Knodus_moenkhausii";1
"Luna";"Knodus_moenkhausii";1
"Madre_Dios";"Knodus_moenkhausii";1
"Maranon3";"Knodus_moenkhausii";1
"Maranon5";"Knodus_moenkhausii";1
"Napo1";"Knodus_moenkhausii";1
"Napo2";"Knodus_moenkhausii";1
"Orthon";"Knodus_moenkhausii";1
"Pachitea";"Knodus_moenkhausii";1
"Purus2";"Knodus_moenkhausii";1
"Purus3";"Knodus_moenkhausii";1
"Putumayo";"Knodus_moenkhausii";1
"Solimoes8";"Knodus_moenkhausii";1
"Tapajos1";"Knodus_moenkhausii";1
"Tapajos2";"Knodus_moenkhausii";1
"Tefe";"Knodus_moenkhausii";1
"Teles_Pires";"Knodus_moenkhausii";1
"Tigre";"Knodus_moenkhausii";1
"Ucayali1";"Knodus_moenkhausii";1
"Ucayali2";"Knodus_moenkhausii";1
"Urubamba";"Knodus_moenkhausii";1
"Branco";"Knodus_orteguasae";1
"Caqueta1";"Knodus_orteguasae";1
"Demini";"Knodus_orteguasae";1
"Huallaga";"Knodus_orteguasae";1
"Japura1";"Knodus_orteguasae";1
"Jurua1";"Knodus_orteguasae";1
"Madera1";"Knodus_orteguasae";1
"Madera6";"Knodus_orteguasae";1
"Madre_Dios";"Knodus_orteguasae";1
"Maranon3";"Knodus_orteguasae";1
"Maranon5";"Knodus_orteguasae";1
"Napo2";"Knodus_orteguasae";1
"Negro3";"Knodus_orteguasae";1
"Orthon";"Knodus_orteguasae";1
"Pachitea";"Knodus_orteguasae";1
"Purus1";"Knodus_orteguasae";1
"Purus3";"Knodus_orteguasae";1
"Putumayo";"Knodus_orteguasae";1
"Santiago";"Knodus_orteguasae";1
"Solimoes9";"Knodus_orteguasae";1
"Teles_Pires";"Knodus_orteguasae";1
"Tigre";"Knodus_orteguasae";1
"Ucayali1";"Knodus_orteguasae";1
"Ucayali2";"Knodus_orteguasae";1
"Urubamba";"Knodus_orteguasae";1
"Purus3";"Knodus_pasco";1
"Chapare";"Knodus_septentrionalis";1
"Curaray";"Knodus_septentrionalis";1
"Grande";"Knodus_septentrionalis";1
"Huallaga";"Knodus_septentrionalis";1
"Maranon3";"Knodus_septentrionalis";1
"Maranon5";"Knodus_septentrionalis";1
"Napo2";"Knodus_septentrionalis";1
"Orthon";"Knodus_septentrionalis";1
"Pachitea";"Knodus_septentrionalis";1
"Pastaza";"Knodus_septentrionalis";1
"Purus3";"Knodus_septentrionalis";1
"Putumayo";"Knodus_septentrionalis";1
"Santiago";"Knodus_septentrionalis";1
"Tigre";"Knodus_septentrionalis";1
"Ucayali1";"Knodus_septentrionalis";1
"Ucayali2";"Knodus_septentrionalis";1
"Urubamba";"Knodus_septentrionalis";1
"Chapare";"Knodus_shinahota";1
"Ucayali1";"Knodus_shinahota";1
"Xingu1";"Knodus_shinahota";1
"Abuna";"Knodus_smithi";1
"Aripuana";"Knodus_smithi";1
"Beni";"Knodus_smithi";1
"Branco";"Knodus_smithi";1
"Candeias";"Knodus_smithi";1
"Caqueta1";"Knodus_smithi";1
"Chapare";"Knodus_smithi";1
"Curaray";"Knodus_smithi";1
"Huallaga";"Knodus_smithi";1
"Iriri";"Knodus_smithi";1
"Jamanxim";"Knodus_smithi";1
"Javary1";"Knodus_smithi";1
"Jiparana";"Knodus_smithi";1
"Jurua1";"Knodus_smithi";1
"Madera1";"Knodus_smithi";1
"Madera2";"Knodus_smithi";1
"Madera3";"Knodus_smithi";1
"Madera4";"Knodus_smithi";1
"Madre_Dios";"Knodus_smithi";1
"Mamore1";"Knodus_smithi";1
"Maranon3";"Knodus_smithi";1
"Maranon5";"Knodus_smithi";1
"Napo1";"Knodus_smithi";1
"Orthon";"Knodus_smithi";1
"Pachitea";"Knodus_smithi";1
"Purus1";"Knodus_smithi";1
"Purus2";"Knodus_smithi";1
"Purus3";"Knodus_smithi";1
"Putumayo";"Knodus_smithi";1
"Santiago";"Knodus_smithi";1
"Solimoes8";"Knodus_smithi";1
"Solimoes9";"Knodus_smithi";1
"Tapajos1";"Knodus_smithi";1
"Ucayali1";"Knodus_smithi";1
"Ucayali2";"Knodus_smithi";1
"Unini";"Knodus_smithi";1
"Urubamba";"Knodus_smithi";1
"Jatapu";"Knodus_tiquiensis";1
"Negro3";"Knodus_tiquiensis";1
"Uaupes";"Knodus_tiquiensis";1
"Apurimac1";"Knodus_victoriae";1
"Huallaga";"Knodus_victoriae";1
"Juruena1";"Knodus_victoriae";1
"Maranon3";"Knodus_victoriae";1
"Maranon5";"Knodus_victoriae";1
"Napo2";"Knodus_victoriae";1
"Orthon";"Knodus_victoriae";1
"Putumayo";"Knodus_victoriae";1
"Trombetas1";"Knodus_victoriae";1
"Urubamba";"Knodus_victoriae";1
"Xingu6";"Knodus_victoriae";1
"Xingu1";"Krobia_xinguensis";1
"Mamore2";"Laemolyta_fasciata";1
"Purus2";"Laemolyta_fasciata";1
"Amazon2";"Laemolyta_fernandezi";1
"Amazon5";"Laemolyta_fernandezi";1
"Coari";"Laemolyta_fernandezi";1
"Iriri";"Laemolyta_fernandezi";1
"Solimoes3";"Laemolyta_fernandezi";1
"Uatuma1";"Laemolyta_fernandezi";1
"Xingu1";"Laemolyta_fernandezi";1
"Xingu3";"Laemolyta_fernandezi";1
"Xingu4";"Laemolyta_fernandezi";1
"Xingu6";"Laemolyta_fernandezi";1
"Amazon8";"Laemolyta_garmani";1
"Amazon9";"Laemolyta_garmani";1
"Caqueta1";"Laemolyta_garmani";1
"Coari";"Laemolyta_garmani";1
"Curaray";"Laemolyta_garmani";1
"Guapore";"Laemolyta_garmani";1
"Javary1";"Laemolyta_garmani";1
"Luna";"Laemolyta_garmani";1
"Maranon1";"Laemolyta_garmani";1
"Napo2";"Laemolyta_garmani";1
"Negro1";"Laemolyta_garmani";1
"Purus1";"Laemolyta_garmani";1
"Putumayo";"Laemolyta_garmani";1
"Solimoes1";"Laemolyta_garmani";1
"Solimoes3";"Laemolyta_garmani";1
"Solimoes4";"Laemolyta_garmani";1
"Solimoes8";"Laemolyta_garmani";1
"Solimoes9";"Laemolyta_garmani";1
"Tefe";"Laemolyta_garmani";1
"Ucayali1";"Laemolyta_garmani";1
"Abuna";"Laemolyta_proxima";1
"Amazon1";"Laemolyta_proxima";1
"Amazon2";"Laemolyta_proxima";1
"Amazon5";"Laemolyta_proxima";1
"Amazon8";"Laemolyta_proxima";1
"Amazon9";"Laemolyta_proxima";1
"Andira1";"Laemolyta_proxima";1
"Apaporis";"Laemolyta_proxima";1
"Aripuana";"Laemolyta_proxima";1
"Blanco_Baures";"Laemolyta_proxima";1
"Branco";"Laemolyta_proxima";1
"Candeias";"Laemolyta_proxima";1
"Canuma";"Laemolyta_proxima";1
"Caqueta1";"Laemolyta_proxima";1
"Curaray";"Laemolyta_proxima";1
"Curua_Una";"Laemolyta_proxima";1
"Demini";"Laemolyta_proxima";1
"Guapore";"Laemolyta_proxima";1
"Iriri";"Laemolyta_proxima";1
"Jamanxim";"Laemolyta_proxima";1
"Japura1";"Laemolyta_proxima";1
"Jari";"Laemolyta_proxima";1
"Javary1";"Laemolyta_proxima";1
"Jiparana";"Laemolyta_proxima";1
"Jurua1";"Laemolyta_proxima";1
"Jutai";"Laemolyta_proxima";1
"Luna";"Laemolyta_proxima";1
"Madera1";"Laemolyta_proxima";1
"Madera2";"Laemolyta_proxima";1
"Madera3";"Laemolyta_proxima";1
"Madera4";"Laemolyta_proxima";1
"Madera6";"Laemolyta_proxima";1
"Mamore1";"Laemolyta_proxima";1
"Mamore2";"Laemolyta_proxima";1
"Marmelos";"Laemolyta_proxima";1
"Maues";"Laemolyta_proxima";1
"Negro1";"Laemolyta_proxima";1
"Negro2";"Laemolyta_proxima";1
"Negro3";"Laemolyta_proxima";1
"Negro5";"Laemolyta_proxima";1
"Orthon";"Laemolyta_proxima";1
"Purus1";"Laemolyta_proxima";1
"Purus2";"Laemolyta_proxima";1
"Purus3";"Laemolyta_proxima";1
"Putumayo";"Laemolyta_proxima";1
"Solimoes1";"Laemolyta_proxima";1
"Solimoes2";"Laemolyta_proxima";1
"Solimoes3";"Laemolyta_proxima";1
"Solimoes4";"Laemolyta_proxima";1
"Solimoes8";"Laemolyta_proxima";1
"Solimoes9";"Laemolyta_proxima";1
"Tapajos1";"Laemolyta_proxima";1
"Tapajos2";"Laemolyta_proxima";1
"Tefe";"Laemolyta_proxima";1
"Trombetas1";"Laemolyta_proxima";1
"Uatuma1";"Laemolyta_proxima";1
"Ucayali1";"Laemolyta_proxima";1
"Unini";"Laemolyta_proxima";1
"Xingu1";"Laemolyta_proxima";1
"Xingu3";"Laemolyta_proxima";1
"Abuna";"Laemolyta_taeniata";1
"Amazon2";"Laemolyta_taeniata";1
"Amazon5";"Laemolyta_taeniata";1
"Amazon8";"Laemolyta_taeniata";1
"Amazon9";"Laemolyta_taeniata";1
"Aripuana";"Laemolyta_taeniata";1
"Beni";"Laemolyta_taeniata";1
"Blanco_Baures";"Laemolyta_taeniata";1
"Branco";"Laemolyta_taeniata";1
"Candeias";"Laemolyta_taeniata";1
"Canuma";"Laemolyta_taeniata";1
"Caqueta1";"Laemolyta_taeniata";1
"Curaray";"Laemolyta_taeniata";1
"Guapore";"Laemolyta_taeniata";1
"Iriri";"Laemolyta_taeniata";1
"Itonamas";"Laemolyta_taeniata";1
"Japura1";"Laemolyta_taeniata";1
"Jatapu";"Laemolyta_taeniata";1
"Javary1";"Laemolyta_taeniata";1
"Jiparana";"Laemolyta_taeniata";1
"Juruena1";"Laemolyta_taeniata";1
"Jutai";"Laemolyta_taeniata";1
"Luna";"Laemolyta_taeniata";1
"Madera1";"Laemolyta_taeniata";1
"Madera2";"Laemolyta_taeniata";1
"Madera3";"Laemolyta_taeniata";1
"Madera4";"Laemolyta_taeniata";1
"Madera6";"Laemolyta_taeniata";1
"Mamore1";"Laemolyta_taeniata";1
"Mamore2";"Laemolyta_taeniata";1
"Marmelos";"Laemolyta_taeniata";1
"Negro1";"Laemolyta_taeniata";1
"Negro2";"Laemolyta_taeniata";1
"Negro3";"Laemolyta_taeniata";1
"Negro5";"Laemolyta_taeniata";1
"Purus1";"Laemolyta_taeniata";1
"Putumayo";"Laemolyta_taeniata";1
"Roosevelt";"Laemolyta_taeniata";1
"Solimoes1";"Laemolyta_taeniata";1
"Solimoes2";"Laemolyta_taeniata";1
"Solimoes3";"Laemolyta_taeniata";1
"Solimoes8";"Laemolyta_taeniata";1
"Solimoes9";"Laemolyta_taeniata";1
"Tapajos1";"Laemolyta_taeniata";1
"Tefe";"Laemolyta_taeniata";1
"Teles_Pires";"Laemolyta_taeniata";1
"Trombetas1";"Laemolyta_taeniata";1
"Uatuma1";"Laemolyta_taeniata";1
"Uaupes";"Laemolyta_taeniata";1
"Unini";"Laemolyta_taeniata";1
"Xingu1";"Laemolyta_taeniata";1
"Xingu6";"Laemolyta_taeniata";1
"Amazon2";"Laetacara_curviceps";1
"Amazon5";"Laetacara_curviceps";1
"Amazon8";"Laetacara_curviceps";1
"Amazon9";"Laetacara_curviceps";1
"Andira1";"Laetacara_curviceps";1
"Aripuana";"Laetacara_curviceps";1
"Curua_Una";"Laetacara_curviceps";1
"Guapore";"Laetacara_curviceps";1
"Luna";"Laetacara_curviceps";1
"Madera1";"Laetacara_curviceps";1
"Negro1";"Laetacara_curviceps";1
"Nhamunda";"Laetacara_curviceps";1
"Solimoes1";"Laetacara_curviceps";1
"Tapajos1";"Laetacara_curviceps";1
"Tefe";"Laetacara_curviceps";1
"Teles_Pires";"Laetacara_curviceps";1
"Trombetas1";"Laetacara_curviceps";1
"Amazon2";"Laetacara_dorsigera";1
"Amazon8";"Laetacara_dorsigera";1
"Andira1";"Laetacara_dorsigera";1
"Aripuana";"Laetacara_dorsigera";1
"Beni";"Laetacara_dorsigera";1
"Blanco_Baures";"Laetacara_dorsigera";1
"Guapore";"Laetacara_dorsigera";1
"Itonamas";"Laetacara_dorsigera";1
"Jiparana";"Laetacara_dorsigera";1
"Luna";"Laetacara_dorsigera";1
"Madera1";"Laetacara_dorsigera";1
"Madera3";"Laetacara_dorsigera";1
"Madera4";"Laetacara_dorsigera";1
"Mamore1";"Laetacara_dorsigera";1
"Mamore2";"Laetacara_dorsigera";1
"Nhamunda";"Laetacara_dorsigera";1
"Orthon";"Laetacara_dorsigera";1
"Solimoes1";"Laetacara_dorsigera";1
"Trombetas1";"Laetacara_dorsigera";1
"Xingu1";"Laetacara_dorsigera";1
"Yacuma";"Laetacara_dorsigera";1
"Amazon9";"Laetacara_flavilabris";1
"Caqueta1";"Laetacara_flavilabris";1
"Coari";"Laetacara_flavilabris";1
"Curaray";"Laetacara_flavilabris";1
"Huallaga";"Laetacara_flavilabris";1
"Javary1";"Laetacara_flavilabris";1
"Jurua1";"Laetacara_flavilabris";1
"Mamore2";"Laetacara_flavilabris";1
"Napo2";"Laetacara_flavilabris";1
"Negro1";"Laetacara_flavilabris";1
"Pastaza";"Laetacara_flavilabris";1
"Putumayo";"Laetacara_flavilabris";1
"Santiago";"Laetacara_flavilabris";1
"Solimoes4";"Laetacara_flavilabris";1
"Solimoes8";"Laetacara_flavilabris";1
"Solimoes9";"Laetacara_flavilabris";1
"Tigre";"Laetacara_flavilabris";1
"Ucayali1";"Laetacara_flavilabris";1
"Yacuma";"Laetacara_flavilabris";1
"Amazon9";"Laetacara_fulvipinnis";1
"Demini";"Laetacara_fulvipinnis";1
"Negro1";"Laetacara_fulvipinnis";1
"Negro2";"Laetacara_fulvipinnis";1
"Negro3";"Laetacara_fulvipinnis";1
"Negro5";"Laetacara_fulvipinnis";1
"Uaupes";"Laetacara_fulvipinnis";1
"Amazon2";"Laetacara_thayeri";1
"Amazon5";"Laetacara_thayeri";1
"Amazon8";"Laetacara_thayeri";1
"Amazon9";"Laetacara_thayeri";1
"Andira1";"Laetacara_thayeri";1
"Guapore";"Laetacara_thayeri";1
"Japura1";"Laetacara_thayeri";1
"Javary1";"Laetacara_thayeri";1
"Jurua1";"Laetacara_thayeri";1
"Jutai";"Laetacara_thayeri";1
"Luna";"Laetacara_thayeri";1
"Madera1";"Laetacara_thayeri";1
"Madera3";"Laetacara_thayeri";1
"Madera4";"Laetacara_thayeri";1
"Maranon1";"Laetacara_thayeri";1
"Maues";"Laetacara_thayeri";1
"Negro1";"Laetacara_thayeri";1
"Negro2";"Laetacara_thayeri";1
"Negro3";"Laetacara_thayeri";1
"Nhamunda";"Laetacara_thayeri";1
"Purus1";"Laetacara_thayeri";1
"Purus2";"Laetacara_thayeri";1
"Putumayo";"Laetacara_thayeri";1
"Solimoes1";"Laetacara_thayeri";1
"Solimoes2";"Laetacara_thayeri";1
"Solimoes3";"Laetacara_thayeri";1
"Solimoes4";"Laetacara_thayeri";1
"Solimoes7";"Laetacara_thayeri";1
"Solimoes8";"Laetacara_thayeri";1
"Solimoes9";"Laetacara_thayeri";1
"Tefe";"Laetacara_thayeri";1
"Ucayali1";"Laetacara_thayeri";1
"Unini";"Laetacara_thayeri";1
"Canuma";"Laimosemion_amanapira";1
"Negro3";"Laimosemion_amanapira";1
"Branco";"Laimosemion_breviceps";1
"Amazon2";"Laimosemion_dibaphus";1
"Amazon5";"Laimosemion_dibaphus";1
"Curua_Una";"Laimosemion_dibaphus";1
"Iriri";"Laimosemion_dibaphus";1
"Nhamunda";"Laimosemion_dibaphus";1
