Family.Referent.Species;Genus.Referent.Species;Referent.Species.Name;Author.Referent.Species;Species.Status;Occurrence.Status;Major.Tributary.Name;Sub_drainage;Endemism_Amazon
Cichlidae;Astronotus;Astronotus.crassipinnis;(Heckel, 1840);native;valid;Tapajós;Tapajos1;
Cichlidae;Astronotus;Astronotus.crassipinnis;(Heckel, 1840);native;valid;Tefé;Tefe;
Cichlidae;Astronotus;Astronotus.crassipinnis;(Heckel, 1840);native;valid;Trombetas;Trombetas;
Cichlidae;Astronotus;Astronotus.crassipinnis;(Heckel, 1840);native;valid;Uatumã;Uatuma;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Amazonas;Amazon2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Amazonas;Amazon3;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Amazonas;Amazon4;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Amazonas;Amazon5;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Coari;Coari;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Japurá;Apaporis;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Japurá;Caqueta;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Japurá;Japura;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Jari;Jari;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Javari;Javary;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Juruá;Jurua;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Jutaí;Jutai;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Aripuana;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Beni;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Blanco_Baures;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Guapore;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Itonamas;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Luna;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Madera1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Madera2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Madera3;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Madre_Dios;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Mamore1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Madeira;Mamore2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Marañon;Huallaga;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Marañon;Maranon1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Napo;Curaray;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Napo;Napo2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Negro;Branco;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Negro;Demini;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Negro;Negro1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Negro;Negro2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Negro;Negro3;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Purus;Purus1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Putumayo;Putumayo;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon10;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon11;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon12;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon6;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon7;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Solimoes;Amazon9;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Tapajós;Tapajos1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Tapajós;Tapajos2;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Tefé;Tefe;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Trombetas;Trombetas;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Ucayali;Ucayali1;
Cichlidae;Astronotus;Astronotus.ocellatus;(Agassiz, 1831);native;valid;Xingu;Xingu1;
Cichlidae;Australoheros;Australoheros.autochthon;(Günther 1862);native;questionable;Tapajós;Teles_Pires;
Cichlidae;Australoheros;Australoheros.facetus;(Jenyns 1842);native;questionable;Tapajós;Teles_Pires;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Amazonas;Amazon2;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Amazonas;Amazon3;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Amazonas;Amazon4;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Amazonas;Amazon5;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Coari;Coari;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Curuá;Curua;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Japurá;Apaporis;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Japurá;Caqueta;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Japurá;Japura;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Jari;Jari;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Javari;Javary;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Juruá;Jurua;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Jutaí;Jutai;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Abuna;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Andira;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Aripuana;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Beni;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Blanco_Baures;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Candeias;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Canuma;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Guapore;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Itonamas;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Jiparana;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Luna;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madera1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madera2;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madera3;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madera4;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madera5;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Madre_Dios;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Mamore1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Mamore2;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Marmelos;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Madeira;Roosevelt;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Marañon;Maranon1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Marañon;Tigre;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Napo;Curaray;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Napo;Napo1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Negro;Branco;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Negro;Negro1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Negro;Negro3;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Negro;Negro4;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Negro;Unini;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Purus;Purus1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Purus;Purus2;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Putumayo;Putumayo;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon11;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon12;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon6;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon7;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon8;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Solimoes;Amazon9;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Tapajós;Jamanxim;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Tapajós;Tapajos1;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Tapajós;Tapajos2;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Tapajós;Teles_Pires;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Tefé;Tefe;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Trombetas;Trombetas;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Uatumã;Jatapu;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Uatumã;Uatuma;
Cichlidae;Biotodoma;Biotodoma.cupido;(Heckel, 1840);native;valid;Ucayali;Ucayali1;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Amazonas;Amazon3;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Amazonas;Amazon5;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Negro;Branco;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Negro;Negro1;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Negro;Negro2;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Negro;Negro3;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Negro;Negro4;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Solimoes;Amazon11;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Solimoes;Amazon6;
Cichlidae;Biotodoma;Biotodoma.wavrini;(Gosse, 1963);native;valid;Tapajós;Teles_Pires;
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Amazonas;Amazon2;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Amazonas;Amazon3;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Amazonas;Amazon4;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Amazonas;Amazon5;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Curuá;Curua;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Japurá;Japura;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Madeira;Andira;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Madeira;Canuma;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Madeira;Luna;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Madeira;Madera1;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Negro;Branco;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Negro;Negro1;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Negro;Negro2;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Negro;Negro3;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Purus;Purus1;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Solimoes;Amazon6;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Tapajós;Tapajos1;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Trombetas;Trombetas;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Uatumã;Uatuma;1
Cichlidae;Biotoecus;Biotoecus.opercularis;(Steindachner, 1875);native;valid;Xingu;Xingu1;1
Cichlidae;Bujurquina;Bujurquina.apoparuana;Kullander, 1986;native;valid;Marañon;Maranon3;1
Cichlidae;Bujurquina;Bujurquina.apoparuana;Kullander, 1986;native;valid;Ucayali;Pachitea;1
Cichlidae;Bujurquina;Bujurquina.apoparuana;Kullander, 1986;native;valid;Ucayali;Ucayali1;1
Cichlidae;Bujurquina;Bujurquina.apoparuana;Kullander, 1986;native;valid;Ucayali;Urubamba;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Abuna;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Beni;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Guapore;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Madera3;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Madera5;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Madre_Dios;1
Cichlidae;Bujurquina;Bujurquina.cordemadi;Kullander, 1986;native;valid;Madeira;Mamore1;1
Cichlidae;Bujurquina;Bujurquina.eurhinus;Kullander, 1986;native;valid;Madeira;Madre_Dios;1
Cichlidae;Bujurquina;Bujurquina.eurhinus;Kullander, 1986;native;valid;Madeira;Orthon;1
Cichlidae;Bujurquina;Bujurquina.eurhinus;Kullander, 1986;native;valid;Purus;Purus3;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Marañon;Maranon2;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Marañon;Maranon3;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Marañon;Santiago;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Napo;Napo1;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Putumayo;Putumayo;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Solimoes;Amazon11;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Solimoes;Amazon12;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Ucayali;Pachitea;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Ucayali;Ucayali1;1
Cichlidae;Bujurquina;Bujurquina.hophrys;Kullander, 1986;native;valid;Ucayali;Urubamba;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Huallaga;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Maranon2;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Maranon3;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Pastaza;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Santiago;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Negro;Uaupes;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Putumayo;Putumayo;1
Cichlidae;Bujurquina;Bujurquina.huallagae;Kullander, 1986;native;valid;Ucayali;Ucayali2;1
Cichlidae;Bujurquina;Bujurquina.labiosa;Kullander, 1986;native;valid;Ucayali;Ucayali2;1
Cichlidae;Bujurquina;Bujurquina.labiosa;Kullander, 1986;native;valid;Ucayali;Urubamba;1
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Japurá;Apaporis;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Japurá;Caqueta;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Japurá;Japura;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Marañon;Huallaga;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Marañon;Maranon2;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Napo;Napo2;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Negro;Negro3;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Putumayo;Putumayo;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Solimoes;Amazon10;
Cichlidae;Bujurquina;Bujurquina.mariae;(Eigenmann, 1922);native;valid;Solimoes;Amazon11;
Cichlidae;Bujurquina;Bujurquina.megalospilus;Kullander, 1986;native;valid;Juruá;Jurua;1
Cichlidae;Bujurquina;Bujurquina.megalospilus;Kullander, 1986;native;valid;Ucayali;Pachitea;1
Cichlidae;Bujurquina;Bujurquina.megalospilus;Kullander, 1986;native;valid;Ucayali;Ucayali1;1
Cichlidae;Bujurquina;Bujurquina.megalospilus;Kullander, 1986;native;valid;Ucayali;Ucayali2;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Japurá;Caqueta;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Javari;Javary;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Marañon;Maranon2;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Marañon;Maranon3;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Marañon;Santiago;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Napo;Curaray;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Napo;Napo1;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Napo;Napo2;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Putumayo;Putumayo;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Solimoes;Amazon11;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Solimoes;Amazon12;1
Cichlidae;Bujurquina;Bujurquina.moriorum;Kullander, 1986;native;valid;Ucayali;Ucayali1;1
Cichlidae;Bujurquina;Bujurquina.ortegai;Kullander, 1986;native;valid;Marañon;Huallaga;1
Cichlidae;Bujurquina;Bujurquina.ortegai;Kullander, 1986;native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.ortegai;Kullander, 1986;native;valid;Napo;Napo2;1
Cichlidae;Bujurquina;Bujurquina.ortegai;Kullander, 1986;native;valid;Putumayo;Putumayo;1
Cichlidae;Bujurquina;Bujurquina.ortegai;Kullander, 1986;native;valid;Solimoes;Amazon12;1
Cichlidae;Bujurquina;Bujurquina.pardus;Arbour, Barriga Salazar, López-Fernández 2014;native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.pardus;Arbour, Barriga Salazar, López-Fernández 2014;native;valid;Napo;Curaray;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Coari;Coari;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Japurá;Caqueta;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Javari;Javary;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Marañon;Maranon2;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Napo;Curaray;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Putumayo;Putumayo;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Solimoes;Amazon11;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Solimoes;Amazon12;1
Cichlidae;Bujurquina;Bujurquina.peregrinabunda;Kullander, 1986;native;valid;Solimoes;Amazon9;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Japurá;Japura;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Juruá;Jurua;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Madeira;Abuna;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Purus;Purus3;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Ucayali;Ucayali2;1
Cichlidae;Bujurquina;Bujurquina.robusta;Kullander, 1986;native;valid;Ucayali;Urubamba;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Javari;Javary;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Juruá;Jurua;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Marañon;Maranon1;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Marañon;Maranon3;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Marañon;Pastaza;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Marañon;Santiago;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Marañon;Tigre;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Napo;Curaray;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Napo;Napo1;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Napo;Napo2;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Purus;Purus3;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Solimoes;Amazon11;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Solimoes;Amazon12;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Solimoes;Amazon8;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Solimoes;Amazon9;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Ucayali;Pachitea;1
Cichlidae;Bujurquina;Bujurquina.syspilus;(Cope, 1872);native;valid;Ucayali;Ucayali1;1
Cichlidae;Bujurquina;Bujurquina.tambopatae;Kullander, 1986;native;valid;Madeira;Madre_Dios;
Cichlidae;Bujurquina;Bujurquina.tambopatae;Kullander, 1986;native;valid;Madeira;Orthon;
Cichlidae;Bujurquina;Bujurquina.tambopatae;Kullander, 1986;native;valid;Purus;Purus3;
Cichlidae;Bujurquina;Bujurquina.tambopatae;Kullander, 1986;native;valid;Ucayali;Urubamba;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Amazonas;Amazon2;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Amazonas;Amazon3;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Beni;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Chapare;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Grande;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Guapore;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Isiboro;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Itonamas;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Madre_Dios;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Mamore1;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Orthon;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Madeira;Yacuma;
Cichlidae;Bujurquina;Bujurquina.vittata;(Heckel, 1840);native;valid;Napo;Napo2;
