"","basin","WaterColor","Area_km","Chut_hydrofall","Chut_grand","NetworkDensity","Elevation_min","Elevation_max","Elevation_range","Elevation_mean","Elevation_std","Elevation_basinSup1000m","Elevation_basinSup1500m","NbEspeceEnveloppe","DistanceEmbouchure_km","X23ma_cd","X23Ma","X10Ma_cd","X10Ma","NbSites1km_0417","NbSites_0417","Diversity0417","Endem0417","PebasLake","PebasConec","ShannonDiv","SoilDiv","CSup15","CBelow15","Basin","codage","Codigo","Area_log","Chut_hydrofall_log","ElevRge_log","ElevMean_log","ShanDiv_log","CSup15_log","SamplingEff","ElevPro1000_asin","NetworkDensity.s.x","SamplingEff.s.x","DistanceEmbouchure_km.s.x","Area_log.s.x","Chut_hydrofall_log.s.x","codage.s.x","ElevRge_log.s.x","ElevMean_log.s.x","ElevPro1000_asin.s.x","CSup15_log.s.x","ShanDiv_log.s.x","SoilDiv.s.x","NetworkDensity.s.y","SamplingEff.s.y","DistanceEmbouchure_km.s.y","Area_log.s.y","Chut_hydrofall_log.s.y","codage.s.y","ElevRge_log.s.y","ElevMean_log.s.y","ElevPro1000_asin.s.y","CSup15_log.s.y","ShanDiv_log.s.y","SoilDiv.s.y"
"Pachitea","Pachitea","White",28907.34515,1,0,0.143092798,150,4712,4562,1039.519236,989.0637482,39.48161157,22.00979705,258,5041.484948,"G","PebasSystem","E2","AcreOuest",139,210,204,1,1,"Pebas",0.356363242066718,0.777036478826912,60.60601291,39.393525939,"Ucayali",24,24,10.2718855919331,0.693147180559945,8.4257355809274,6.94747513292854,0.304807031275721,4.12075947795104,-4.92474346852997,0.679422597732696,-0.0149242300235523,0.430559924856607,0.946402504944585,-0.326671676758482,0.0219046992726827,0.867749932846125,0.756859215948402,0.774880591887607,0.833662891214314,0.830976476955494,-0.262134057426159,-0.0499880780102203,-0.0149242300235523,0.430559924856607,0.946402504944585,-0.326671676758482,0.0219046992726827,0.867749932846125,0.756859215948402,0.774880591887607,0.833662891214314,0.830976476955494,-0.262134057426159,-0.0499880780102203
"Paru_Este","Paru_Este","Clear",39288.13819,2,0,0.143258357,0,809,811,313.6490095,122.6408673,0,0,244,228.9037942,"H","AffluentsNord","K2","AffluentsNord",4,4,7,0,0,"Other",0.0795383368825301,0.459094046863347,39.52256662,60.287072655,"Paru_Este",4,4,10.578703377723,1.09861228866811,6.69950034016168,5.75145776202583,0.0765334838970479,3.70185901942777,-9.19238356395199,0,-0.0123637958200764,-1.56676946339383,-0.80633642340093,-0.11958458065783,0.238114908570869,-0.546901218180331,0.115455345209377,0.206575208326845,-0.227059021018636,0.698069220400517,-0.695678679886671,-0.438665045736435,-0.0123637958200764,-1.56676946339383,-0.80633642340093,-0.11958458065783,0.238114908570869,-0.546901218180331,0.115455345209377,0.206575208326845,-0.227059021018636,0.698069220400517,-0.695678679886671,-0.438665045736435
"Pastaza","Pastaza","White",42270.26728,0,0,0.171483989,125,6074,5949,1090.959751,1348.39861,28.93761727,25.34298331,385,4462.536976,"G","PebasSystem","B2","AcreSystem",135,205,322,1,1,"Pebas",1.07565205991734,1.31805710975319,28.024329841,71.70477237,"Maranon",23,23,10.6518628737123,0,8.69114649853968,6.99572929756697,0.730275350061104,3.3681344382907,-5.32882923756307,0.567987889584531,0.424156559989746,0.241440794888414,0.735550029821158,-0.0702054759308479,-0.347709094828028,0.797017375294802,0.855475896846074,0.797809273535891,0.659689818916611,0.592186265103103,0.545929354891723,0.611396616719193,0.424156559989746,0.241440794888414,0.735550029821158,-0.0702054759308479,-0.347709094828028,0.797017375294802,0.855475896846074,0.797809273535891,0.659689818916611,0.592186265103103,0.545929354891723,0.611396616719193
"Purus1","Purus1","White",61568.50136,0,0,0.157560388,7,96,89,60.16737794,19.15656188,0,0,1023,1839.863616,"F","PebasSudEst3","O2","GroupAtlantik5",146,303,582,2,1,"Pebas",0.527865821128869,0.691886054184767,0,99.99998172,"Purus",14,14,11.0279219191231,0,4.49980967033027,4.11361400720577,0.423871873491169,0,-5.31417287167412,0,0.208822665511351,0.248300227656972,-0.219625903321717,0.183616105748331,-0.347709094828028,0.160424357332897,-0.701866695691922,-0.57167053119204,-0.227059021018636,-0.476443522220661,-0.0360021965102417,-0.154082421901699,0.208822665511351,0.248300227656972,-0.219625903321717,0.183616105748331,-0.347709094828028,0.160424357332897,-0.701866695691922,-0.57167053119204,-0.227059021018636,-0.476443522220661,-0.0360021965102417,-0.154082421901699
"Purus2","Purus2","White",26027.23504,0,0,0.160366762,38,142,104,82.28559802,13.668436,0,0,907,2712.321399,"F","PebasSudEst3","O2","GroupAtlantik5",28,40,153,0,1,"Pebas",0.352579510226473,0.616443839743684,0,99.999899294,"Purus",14,14,10.1669371908492,0,4.65396035015752,4.42227564130793,0.302013517608708,0,-6.47801931618123,0,0.252224328829835,-0.296400041121189,0.0981226542053965,-0.39750674769454,-0.347709094828028,0.160424357332897,-0.644590120412183,-0.425005380144509,-0.227059021018636,-0.476443522220661,-0.267439590379981,-0.24630871257457,0.252224328829835,-0.296400041121189,0.0981226542053965,-0.39750674769454,-0.347709094828028,0.160424357332897,-0.644590120412183,-0.425005380144509,-0.227059021018636,-0.476443522220661,-0.267439590379981,-0.24630871257457
"Purus3","Purus3","White",226665.8614,0,0,0.160906693,52,542,490,194.3378983,77.03124505,0,0,981,3074.207316,"M","PebasSudEst2","O2","GroupAtlantik5",151,206,387,5,1,"Pebas",0.228362099786297,0.638971918204667,0.050850336,99.948910374,"Purus",14,14,12.3312366476015,0,6.19644412779452,5.27473087077234,0.20568165579229,0.0495996802323951,-7.00335606704123,0,0.260574571341066,-0.542266728039385,0.229921269974209,1.06329021502772,-0.347709094828028,0.160424357332897,-0.071461358952265,-0.0199486410575974,-0.227059021018636,-0.460706711024678,-0.450396227895394,-0.218768679082228,0.260574571341066,-0.542266728039385,0.229921269974209,1.06329021502772,-0.347709094828028,0.160424357332897,-0.071461358952265,-0.0199486410575974,-0.227059021018636,-0.460706711024678,-0.450396227895394,-0.218768679082228
"Putumayo","Putumayo","White",120578.8097,1,0,0.116929749,47,3946,3899,236.5404575,417.3083886,3.169947216,2.572327113,973,2907.733319,"G","PebasSystem","D2","AtlantikNord3",129,257,579,1,1,"Pebas",0.304087034991384,1.36858814318856,4.043202347,95.80433514,"Putumayo",20,20,11.7000671338368,0.693147180559945,8.26873183211774,5.47033795633565,0.265503205902432,1.61804126662038,-6.15098275564482,0.178997779966096,-0.419545939062691,-0.143341273561941,0.169291548464208,0.637281463884823,0.0219046992726827,0.584819702640834,0.698522547904024,0.0729969653296705,0.052394250162946,0.0369228906435214,-0.336781174134997,0.673169588418618,-0.419545939062691,-0.143341273561941,0.169291548464208,0.637281463884823,0.0219046992726827,0.584819702640834,0.698522547904024,0.0729969653296705,0.052394250162946,0.0369228906435214,-0.336781174134997,0.673169588418618
"Roosevelt","Roosevelt","White",59329.29866,9,0,0.184456387,44,618,574,229.7896028,107.3158019,0,0,809,2110.402567,"B","GroupAtlantik","G2","GroupAtlantik",44,44,151,0,0,"Other",0.462756594555881,0.591655682546087,3.198482158,96.739451084,"Madera",12,12,10.9908753931183,2.30258509299405,6.35437004079735,5.44150648509237,0.38032273400343,1.43472306901949,-7.20666890426338,0,0.624779730824915,-0.637420652857926,-0.121095793200448,0.158611500910353,0.880121352053037,0.0189592422302515,-0.0127820494943734,0.0592972643703361,-0.227059021018636,-0.0212396590123742,-0.118712153290175,-0.276611637904733,0.624779730824915,-0.637420652857926,-0.121095793200448,0.158611500910353,0.880121352053037,0.0189592422302515,-0.0127820494943734,0.0592972643703361,-0.227059021018636,-0.0212396590123742,-0.118712153290175,-0.276611637904733
"Santiago","Santiago","White",32951.12093,0,0,0.146519155,165,5029,4864,1662.86296,1058.413094,67.76310086,47.49334539,213,4664.067901,"N","PebasOuest2","M2","AcreNordOuest",81,102,178,3,1,"Pebas",0.933304468553372,1.28745347652375,87.6459512,11.8140402,"Maranon",23,23,10.4028109059926,0,8.4898219946201,7.4168972622205,0.659230698714209,4.48465035973442,-5.77780774518762,0.966995340681152,0.0380657110616104,0.0313110866842686,0.808947461724009,-0.238303451869373,-0.347709094828028,0.797017375294802,0.780671308781154,0.997933475340149,1.28262456959283,0.946430489476021,0.410999018461045,0.573984411963879,0.0380657110616104,0.0313110866842686,0.808947461724009,-0.238303451869373,-0.347709094828028,0.797017375294802,0.780671308781154,0.997933475340149,1.28262456959283,0.946430489476021,0.410999018461045,0.573984411963879
"Solimoes1","Solimoes1","White",22035.16524,0,0,0.105435655,7,83,76,38.86167493,16.5489094,0,0,1038,1591.603509,"B","GroupAtlantik","B2","AcreSystem",188,463,578,0,0,"Other",0.875271562307089,0.79323811431078,0,100.000091835,"Amaz_inter",1,1,10.0004402572031,0,4.34380542185368,3.68541533422294,0.628753482165502,0,-3.86266782214063,0,-0.597306564673893,0.927629699637773,-0.310042072938004,-0.509884087260005,-0.347709094828028,-0.759098890834299,-0.759831987131706,-0.77513547828227,-0.227059021018636,-0.476443522220661,0.353115687282345,-0.0301819687306737,-0.597306564673893,0.927629699637773,-0.310042072938004,-0.509884087260005,-0.347709094828028,-0.759098890834299,-0.759831987131706,-0.77513547828227,-0.227059021018636,-0.476443522220661,0.353115687282345,-0.0301819687306737
"Solimoes2","Solimoes2","White",32870.00108,0,0,0.117207161,10,77,67,49.9402377,14.43183113,0,0,1019,1839.863616,"B","GroupAtlantik","B2","AcreSystem",69,145,298,1,0,"Other",0.700706483820788,0.648287367467847,0,100.000042413,"Amaz_inter",1,1,10.4003461219292,0,4.21950770517611,3.93065313581447,0.531043743451362,0,-5.4235819570944,0,-0.415255654793913,0.197094883071814,-0.219625903321717,-0.239967061340051,-0.347709094828028,-0.759098890834299,-0.806016327897254,-0.658607101447843,-0.227059021018636,-0.476443522220661,0.167542140684476,-0.207380766653366,-0.415255654793913,0.197094883071814,-0.219625903321717,-0.239967061340051,-0.347709094828028,-0.759098890834299,-0.806016327897254,-0.658607101447843,-0.227059021018636,-0.476443522220661,0.167542140684476,-0.207380766653366
"Solimoes3","Solimoes3","White",17458.45134,0,0,0.132662685,18,92,74,56.7111991,16.58674158,0,0,979,2054.789938,"E","PebasNordEst","N2","AtlantikNord2",94,150,338,0,1,"Pebas",0.768602443932518,0.568539867156444,0,99.99999414,"Amaz_inter",1,1,9.76763640507397,0,4.31748811353631,4.05545124653509,0.570189655004364,0,-4.75694383376897,0,-0.17622997644215,0.509093056599688,-0.141349876537613,-0.667015374725454,-0.347709094828028,-0.759098890834299,-0.769610505738885,-0.599307429130202,-0.227059021018636,-0.476443522220661,0.241889342276631,-0.304870165640959,-0.17622997644215,0.509093056599688,-0.141349876537613,-0.667015374725454,-0.347709094828028,-0.759098890834299,-0.769610505738885,-0.599307429130202,-0.227059021018636,-0.476443522220661,0.241889342276631,-0.304870165640959
"Solimoes4","Solimoes4","White",24635.14222,0,0,0.116116935,24,131,107,71.13135094,21.34170968,0,0,972,2264.121827,"E","PebasNordEst","N2","AtlantikNord2",170,450,394,0,1,"Pebas",0.818065361026948,0.677900699127843,0,99.99995126,"Solimoes",1,1,10.111969839643,0,4.68213122712422,4.27848877557907,0.597772947269061,0,-4.00268166528411,0,-0.432116423099584,0.862100799023044,-0.0651113386160875,-0.434607038710354,-0.347709094828028,-0.759098890834299,-0.634122885644958,-0.493327840893859,-0.227059021018636,-0.476443522220661,0.294276437358124,-0.171179181722429,-0.432116423099584,0.862100799023044,-0.0651113386160875,-0.434607038710354,-0.347709094828028,-0.759098890834299,-0.634122885644958,-0.493327840893859,-0.227059021018636,-0.476443522220661,0.294276437358124,-0.171179181722429
"Solimoes7","Solimoes7","White",29146.7061,0,0,0.115329531,47,225,178,116.6605341,36.76751622,0,0,945,2907.733319,"G","PebasSystem","B2","AcreSystem",45,122,298,0,1,"Pebas",0.295670333529102,0.667724480862549,0,99.999854662,"Solimoes",1,1,10.2801314957148,0,5.18738580584075,4.76780364877668,0.25902819329504,0,-5.47607614237586,0,-0.444293931622549,0.172526696291631,0.169291548464208,-0.321106092402026,-0.347709094828028,-0.759098890834299,-0.446389351509918,-0.260822625284264,-0.227059021018636,-0.476443522220661,-0.349078730853832,-0.183619363530964,-0.444293931622549,0.172526696291631,0.169291548464208,-0.321106092402026,-0.347709094828028,-0.759098890834299,-0.446389351509918,-0.260822625284264,-0.227059021018636,-0.476443522220661,-0.349078730853832,-0.183619363530964
"Solimoes8","Solimoes8","White",32794.43207,0,0,0.082572367,61,172,111,113.6519307,20.84775964,0,0,974,3301.211917,"G","PebasSystem","J2","AtlantikNord4",121,248,664,9,1,"Pebas",0.346597367152249,0.573579334084615,0,99.99979376,"Solimoes",1,1,10.3980445185153,0,4.71849887129509,4.74190084910979,0.297580941945377,0,-4.884585279834,0,-0.950896188911268,0.44935465184106,0.312596198120008,-0.241520531801817,-0.347709094828028,-0.759098890834299,-0.620610041514566,-0.273130724529409,-0.227059021018636,-0.476443522220661,-0.275858083738296,-0.298709538660467,-0.950896188911268,0.44935465184106,0.312596198120008,-0.241520531801817,-0.347709094828028,-0.759098890834299,-0.620610041514566,-0.273130724529409,-0.227059021018636,-0.476443522220661,-0.275858083738296,-0.298709538660467
"Solimoes9","Solimoes9","White",27709.04536,0,0,0.142405167,79,239,160,140.2582502,28.68826981,0,0,810,3785.014556,"G","PebasSystem","J2","AtlantikNord4",166,284,619,13,1,"Pebas",0.221670397222146,0.558497422047949,0,99.9997229,"Solimoes",1,1,10.2295502748099,0,5.08140436498446,4.95058977681642,0.200219100326535,0,-4.58053994800168,0,-0.0255587103705596,0.591653126653989,0.488796804803187,-0.355245958601305,-0.347709094828028,-0.759098890834299,-0.485768055400572,-0.173969086922354,-0.227059021018636,-0.476443522220661,-0.460770892740557,-0.317146812986269,-0.0255587103705596,0.591653126653989,0.488796804803187,-0.355245958601305,-0.347709094828028,-0.759098890834299,-0.485768055400572,-0.173969086922354,-0.227059021018636,-0.476443522220661,-0.460770892740557,-0.317146812986269
"Tapajos1","Tapajos1","Clear",42527.3817,9,0,0.125715855,1,446,445,109.8742002,74.96306717,0,0,844,576.8755036,"B","GroupAtlantik","C2","GroupAtlantik4",315,514,608,10,0,"Other",0.537797265512485,0.763493038019626,11.45387798,88.546351142,"Tapajos",7,7,10.6579269367361,2.30258509299405,6.10031895202006,4.70839622707498,0.43035104543286,2.52203205874689,-4.41568015729523,0,-0.283665399087437,0.668810360524769,-0.679605352996697,-0.066112528063039,0.880121352053037,-0.334703545526362,-0.107177846694606,-0.289050942362183,-0.227059021018636,0.323737893319912,-0.0236967402470277,-0.0665446083010836,-0.283665399087437,0.668810360524769,-0.679605352996697,-0.066112528063039,0.880121352053037,-0.334703545526362,-0.107177846694606,-0.289050942362183,-0.227059021018636,0.323737893319912,-0.0236967402470277,-0.0665446083010836
"Tapajos2","Tapajos2","Clear",59068.76507,1,0,0.168691039,28,567,539,195.0236137,83.64300396,0,0,771,1084.561848,"B","GroupAtlantik","F2","GroupeAtlantik3",103,156,311,1,0,"Other",0.274941680078409,0.572211227268995,15.79338967,84.206728346,"Tapajos",7,7,10.9864744831476,0.693147180559945,6.29156913955832,5.27823513003484,0.24290043644926,2.82098533695498,-5.93660154662024,0,0.380962504042334,-0.043007159274099,-0.494706316329711,0.155641100535129,0.0219046992726827,-0.334703545526362,-0.0361164944120577,-0.0182835403218382,-0.227059021018636,0.418588732549885,-0.379709096628277,-0.300382016301582,0.380962504042334,-0.043007159274099,-0.494706316329711,0.155641100535129,0.0219046992726827,-0.334703545526362,-0.0361164944120577,-0.0182835403218382,-0.227059021018636,0.418588732549885,-0.379709096628277,-0.300382016301582
"Tapaua","Tapaua","White",62892.51269,0,0,0.202107077,38,188,150,107.5489075,24.04971877,0,0,892,2712.321399,"F","PebasSudEst3","O2","GroupAtlantik5",19,23,108,0,1,"Pebas",0.0640737382287644,0.473984090000139,0,99.999878272,"Purus",14,14,11.0491983004856,0,5.01727983681492,4.68720083178724,0.0621046913647044,0,-7.913688184539,0,0.897754503509859,-0.968317906370239,0.0981226542053965,0.197976629277162,-0.347709094828028,0.160424357332897,-0.509594310134551,-0.299122248633953,-0.227059021018636,-0.476443522220661,-0.723082316807505,-0.420462326520952,0.897754503509859,-0.968317906370239,0.0981226542053965,0.197976629277162,-0.347709094828028,0.160424357332897,-0.509594310134551,-0.299122248633953,-0.227059021018636,-0.476443522220661,-0.723082316807505,-0.420462326520952
"Tefe","Tefe","Black",24268.55219,0,0,0.188734914,24,134,110,86.95020543,17.76508912,0,0,966,2291.111319,"F","PebasSudEst3","B2","AcreSystem",111,217,492,3,1,"Pebas",0.187580757511177,0.379926246665749,0,99.99994369,"Tefe",17,17,10.0969778473761,0,4.70953020131233,4.47677080693979,0.171918260939536,0,-4.71703928909507,0,0.690948811764606,0.527769073794163,-0.0552817831711226,-0.444725904979198,-0.347709094828028,0.372622029986865,-0.623942460820159,-0.399111194357517,-0.227059021018636,-0.476443522220661,-0.514520776895985,-0.535445775292795,0.690948811764606,0.527769073794163,-0.0552817831711226,-0.444725904979198,-0.347709094828028,0.372622029986865,-0.623942460820159,-0.399111194357517,-0.227059021018636,-0.476443522220661,-0.514520776895985,-0.535445775292795
"Teles_Pires","Teles_Pires","Clear",141419.1395,6,0,0.154668977,97,836,739,339.725474,99.85277193,0,0,636,1552.973572,"B","GroupAtlantik","F2","GroupeAtlantik3",271,422,398,8,0,"Other",1.14012489452064,0.74204106046947,0.388059533,99.521599348,"Tapajos",7,7,11.8594904515812,1.94591014905531,6.60665018619822,5.83107709146383,0.760864189256302,0.327906752375186,-5.8144780663915,0,0.164105871977289,0.014148742020842,-0.324111070886427,0.744884456447378,0.689928009300989,-0.334703545526362,0.0809557319791071,0.244407512987238,-0.227059021018636,-0.372406427065234,0.604024683468661,-0.0927691343400647,0.164105871977289,0.014148742020842,-0.324111070886427,0.744884456447378,0.689928009300989,-0.334703545526362,0.0809557319791071,0.244407512987238,-0.227059021018636,-0.372406427065234,0.604024683468661,-0.0927691343400647
"Tigre","Tigre","White",42905.0432,0,0,0.153313778,95,624,529,201.6664346,60.65042387,0,0,566,4086.133335,"G","PebasSystem","J2","AtlantikNord4",155,208,272,2,1,"Pebas",0.176258261173101,1.11230574784466,0.978936106,99.02075586,"Maranon",23,23,10.6667679621281,0,6.27287700654617,5.31156144823161,0.162338435206796,0.682559380096193,-5.32920657541505,0,0.143147193366545,0.241264194246324,0.598464068407133,-0.0601452655385253,-0.347709094828028,0.797017375294802,-0.0430617856349651,-0.00244804620088908,-0.227059021018636,-0.259883495133916,-0.532715096729497,0.359870530822896,0.143147193366545,0.241264194246324,0.598464068407133,-0.0601452655385253,-0.347709094828028,0.797017375294802,-0.0430617856349651,-0.00244804620088908,-0.227059021018636,-0.259883495133916,-0.532715096729497,0.359870530822896
"Trombetas1","Trombetas1","Clear",127649.6668,25,0,0.147022968,1,894,893,244.1658499,115.0076472,0,0,781,813.7356776,"H","AffluentsNord","K2","AffluentsNord",142,309,578,8,0,"Other",0.309288439769411,0.277180983711834,24.34454427,75.301032017,"Trombetas",8,8,11.7570526463144,3.25809653802148,6.79570577517351,5.50193491989265,0.269483813891131,3.2325634907013,-6.02370353550604,0,0.0458573746821668,-0.0837723968027509,-0.593341031569787,0.675743915689616,1.38963826333578,-0.26397098797504,0.151201654255502,0.0880107309575562,-0.227059021018636,0.549172794131539,-0.329221072636418,-0.661049385375695,0.0458573746821668,-0.0837723968027509,-0.593341031569787,0.675743915689616,1.38963826333578,-0.26397098797504,0.151201654255502,0.0880107309575562,-0.227059021018636,0.549172794131539,-0.329221072636418,-0.661049385375695
"Uatuma1","Uatuma1","Clear",33426.02428,1,1,0.154867971,3,324,321,96.3197771,52.1499122,0,0,922,1153.283725,"B","GroupAtlantik","B2","AcreSystem",63,95,367,0,0,"Other",0.537708103073524,0.741189778396021,16.08030841,83.9198746,"Uatuma",11,11,10.4171199619912,0.693147180559945,5.77455154554441,4.57800222753045,0.430293063131871,2.83792624498897,-5.86321315402873,0,0.167183391434923,-0.00866012203524536,-0.469677853391115,-0.228645534395447,0.0219046992726827,-0.0517733153210712,-0.228220721118495,-0.35100958420803,-0.227059021018636,0.423963683960265,-0.023806862138417,-0.0938098061778695,0.167183391434923,-0.00866012203524536,-0.469677853391115,-0.228645534395447,0.0219046992726827,-0.0517733153210712,-0.228220721118495,-0.35100958420803,-0.227059021018636,0.423963683960265,-0.023806862138417,-0.0938098061778695
"Uaupes","Uaupes","Black",64084.68841,10,0,0.149347066,68,667,599,182.4512964,56.7116532,0,0,575,2805.821472,"C","PebasNord","N2","AtlantikNord2",82,121,229,4,1,"Pebas",0.182518620566625,0.87815987086667,0.090515162,99.620010002,"Negro",13,13,11.0679763482456,2.39789527279837,6.39692965521615,5.21194921755201,0.167646588039359,0.0866502102767837,-6.27217019841914,0,0.0818004524455591,-0.200059093136212,0.132175320022958,0.210650899026674,0.930944551168467,0.0896917997815743,0.00303149710734417,-0.0497802742612451,-0.227059021018636,-0.448951449835739,-0.522633678439105,0.0736328339311801,0.0818004524455591,-0.200059093136212,0.132175320022958,0.210650899026674,0.930944551168467,0.0896917997815743,0.00303149710734417,-0.0497802742612451,-0.227059021018636,-0.448951449835739,-0.522633678439105,0.0736328339311801
"Ucayali1","Ucayali1","White",110606.2302,0,0,0.132863485,87,2255,2168,247.7565871,231.7880922,2.683800135,0.664984373,712,3995.873957,"G","PebasSystem","E2","AcreOuest",284,476,543,11,1,"Pebas",0.352983264921462,1.07292648893032,10.432405921,89.567210543,"Ucayali",24,24,11.6137407384472,0,7.68202151082687,5.51647485649211,0.302311980244057,2.43645194743246,-5.44831384317467,0.164564853965936,-0.173124526493443,0.185519932562756,0.565591661602328,0.579015341886589,-0.347709094828028,0.867749932846125,0.480523133808198,0.0949195973729927,0.0298614098996185,0.296585338150679,-0.266872740335169,0.3117303349654,-0.173124526493443,0.185519932562756,0.565591661602328,0.579015341886589,-0.347709094828028,0.867749932846125,0.480523133808198,0.0949195973729927,0.0298614098996185,0.296585338150679,-0.266872740335169,0.3117303349654
"Ucayali2","Ucayali2","White",54232.07629,3,0,0.158553941,148,5108,4960,1393.199356,1300.77114,48.72197223,33.80966233,297,5041.484948,"G","PebasSystem","E2","AcreOuest",81,106,116,6,1,"Pebas",0.602154849978154,1.14543706616897,64.49932,35.345751474,"Ucayali",24,24,10.9010462649457,1.38629436111989,8.50936261230105,7.24007559113855,0.471349504385684,4.18203976090793,-6.23758873173178,0.772616493639457,0.224188348344455,-0.183874368520477,0.946402504944585,0.0979812044931372,0.391518493373394,0.867749932846125,0.787931864886839,0.913914037118915,0.979158210040239,0.850419268489846,0.0541688802432831,0.400372769745626,0.224188348344455,-0.183874368520477,0.946402504944585,0.0979812044931372,0.391518493373394,0.867749932846125,0.787931864886839,0.913914037118915,0.979158210040239,0.850419268489846,0.0541688802432831,0.400372769745626
"Unini","Unini","Black",27309.43081,0,0,0.14402931,12,77,65,57.33170594,10.4826044,0,0,911,1944.280899,"E","PebasNordEst","H2","AtlantikNord1",22,32,57,0,1,"Pebas",0.167912478422273,0.022346160276097,0,100.000067088,"Negro",13,13,10.2150239891511,0,4.18965474202643,4.06614578669481,0.155217948740785,0,-6.74925146963465,0,-0.000440708398237802,-0.4233413808354,-0.18159719671764,-0.365050495539921,-0.347709094828028,0.0896917997815743,-0.817108562411445,-0.594225759837311,-0.227059021018636,-0.476443522220661,-0.546238558611486,-0.972578821168015,-0.000440708398237802,-0.4233413808354,-0.18159719671764,-0.365050495539921,-0.347709094828028,0.0896917997815743,-0.817108562411445,-0.594225759837311,-0.227059021018636,-0.476443522220661,-0.546238558611486,-0.972578821168015
"Urubamba","Urubamba","White",59359.12086,0,0,0.156402822,210,6228,6018,1868.57006,1583.997845,54.41979634,46.93022328,289,5448.281455,"D","PebasSud","E2","AcreOuest",256,422,229,2,1,"Pebas",0.935620338054464,1.42697168961296,62.880525095,36.937115961,"Ucayali",24,24,10.9913779138904,0,8.70267641154777,7.53346376897575,0.660427863246189,4.15701454333494,-4.9463557533856,0.829653889436917,0.190920457964914,0.420445001684969,1.0945575284024,0.15895067801233,-0.347709094828028,0.867749932846125,0.859759977403597,1.05332177900825,1.068205609613,0.842479355929135,0.413272712680111,0.744542068176015,0.190920457964914,0.420445001684969,1.0945575284024,0.15895067801233,-0.347709094828028,0.867749932846125,0.859759977403597,1.05332177900825,1.068205609613,0.842479355929135,0.413272712680111,0.744542068176015
"Xingu1","Xingu1","Clear",41438.74363,0,0,0.165238848,0,361,363,109.0908417,67.63557846,0,0,588,134.7960228,"B","GroupAtlantik","C2","GroupAtlantik4",406,900,601,12,0,"Other",0.834965675706229,1.34832279938412,1.278867546,98.645841321,"Xingu",3,3,10.6319956903795,0,5.89715386763674,4.70130585861581,0.607025775994382,0.82367862922396,-3.82957679534058,0,0.327573030118652,0.943116872603936,-0.840610412580806,-0.0836148592673003,-0.347709094828028,-0.617633775731653,-0.182666324999962,-0.292420036043269,-0.227059021018636,-0.21510967866499,0.311849713729724,0.64839569356226,0.327573030118652,0.943116872603936,-0.840610412580806,-0.0836148592673003,-0.347709094828028,-0.617633775731653,-0.182666324999962,-0.292420036043269,-0.227059021018636,-0.21510967866499,0.311849713729724,0.64839569356226
"Xingu3","Xingu3","Clear",48112.05421,6,0,0.114759837,55,682,627,238.0378146,60.02353683,0,0,374,690.100019,"B","GroupAtlantik","C2","GroupAtlantik4",119,162,195,0,0,"Other",0.409395418227916,0,8.385352996,91.579850244,"Xingu",3,3,10.7813088165696,1.94591014905531,6.4425401664682,5.47662175949972,0.343160831038406,2.23915028211749,-5.69369169674122,0,-0.453104470482502,0.0706788524351173,-0.638369058076675,0.0171642452843154,0.689928009300989,-0.617633775731653,0.0199786418374421,0.0759828075542516,-0.227059021018636,0.233986163293762,-0.189291260575696,-0.99989646405952,-0.453104470482502,0.0706788524351173,-0.638369058076675,0.0171642452843154,0.689928009300989,-0.617633775731653,0.0199786418374421,0.0759828075542516,-0.227059021018636,0.233986163293762,-0.189291260575696,-0.99989646405952
"Xingu4","Xingu4","Clear",78901.77829,5,0,0.128876699,86,673,587,316.0813469,57.91384531,0,0,215,1115.108707,"I","GroupAtlantik2","L2","GroupAtlantik2",62,90,145,2,0,"Other",0.718140023448129,0.761634865210691,8.261147867,91.574538823,"Xingu",3,3,11.275971719015,1.79175946922805,6.37672694789863,5.75915835578383,0.54124232399409,2.22582800069494,-6.7761493747795,0,-0.23478171961697,-0.435930065735472,-0.483581170135407,0.351037667101846,0.60772870267158,-0.617633775731653,-0.00447506652132829,0.210234259604654,-0.227059021018636,0.229759316941847,0.18691161998597,-0.0688161798193225,-0.23478171961697,-0.435930065735472,-0.483581170135407,0.351037667101846,0.60772870267158,-0.617633775731653,-0.00447506652132829,0.210234259604654,-0.227059021018636,0.229759316941847,0.18691161998597,-0.0688161798193225
"Xingu6","Xingu6","Clear",131538.9516,1,0,0.177843097,270,838,568,370.9341639,68.16926401,0,0,162,1838.576273,"I","GroupAtlantik2","L2","GroupAtlantik2",158,183,213,6,0,"Other",1.24170248184412,0.673138401177337,0,99.813785813,"Xingu",3,3,11.7870658989064,0.693147180559945,6.34388043412633,5.91871685984712,0.807235613722997,0,-6.57757214378298,0,0.522502633756777,-0.342992486549213,-0.220094752805627,0.696001402744343,0.0219046992726827,-0.617633775731653,-0.0166795914761589,0.28605084810757,-0.227059021018636,-0.476443522220661,0.69209481662351,-0.177000976301341,0.522502633756777,-0.342992486549213,-0.220094752805627,0.696001402744343,0.0219046992726827,-0.617633775731653,-0.0166795914761589,0.28605084810757,-0.227059021018636,-0.476443522220661,0.69209481662351,-0.177000976301341
